,customer_id,txn_date,txn_type,txn_amount
2896,302,2020-02-25,deposit,528
2897,302,2020-03-09,purchase,465
2898,302,2020-01-27,purchase,381
2899,403,2020-01-30,withdrawal,518
2900,403,2020-03-03,purchase,81
2901,403,2020-01-25,deposit,649
2902,403,2020-01-24,withdrawal,60
2903,403,2020-03-09,deposit,765
2904,403,2020-04-06,deposit,60
2905,110,2020-01-07,withdrawal,905
2906,110,2020-01-13,withdrawal,944
2907,110,2020-01-26,purchase,14
2908,110,2020-03-03,deposit,417
2909,110,2020-01-18,deposit,480
2910,110,2020-02-06,deposit,914
2911,110,2020-01-19,purchase,85
2912,110,2020-01-06,withdrawal,697
2913,110,2020-01-21,deposit,705
2914,110,2020-01-18,deposit,709
2915,110,2020-03-17,deposit,943
2916,110,2020-01-19,purchase,150
2917,110,2020-03-10,withdrawal,202
2918,110,2020-03-29,deposit,250
2919,110,2020-01-14,deposit,485
2920,110,2020-03-05,withdrawal,373
2921,110,2020-01-09,deposit,241
2922,110,2020-01-14,deposit,545
2923,110,2020-02-11,withdrawal,974
2924,492,2020-03-09,purchase,53
2925,492,2020-01-27,purchase,999
2926,492,2020-03-07,purchase,32
2927,492,2020-01-10,purchase,881
2928,492,2020-01-13,purchase,368
2929,492,2020-01-29,deposit,171
2930,492,2020-03-10,deposit,299
2931,492,2020-03-27,withdrawal,581
2932,492,2020-02-15,withdrawal,674
2933,492,2020-03-14,withdrawal,367
2934,492,2020-01-30,deposit,945
2935,492,2020-02-28,deposit,13
2936,492,2020-01-19,withdrawal,418
2937,477,2020-01-31,purchase,428
2938,477,2020-02-29,purchase,156
2939,477,2020-03-29,withdrawal,746
2940,477,2020-01-06,purchase,209
2941,477,2020-01-14,purchase,235
2942,477,2020-03-15,withdrawal,531
2943,477,2020-03-16,deposit,624
2944,477,2020-02-06,withdrawal,935
2945,477,2020-03-17,withdrawal,444
2946,477,2020-01-22,withdrawal,429
2947,477,2020-02-02,withdrawal,274
2948,477,2020-01-31,withdrawal,351
2949,477,2020-01-08,withdrawal,589
2950,477,2020-03-28,purchase,849
2951,477,2020-02-03,withdrawal,193
2952,477,2020-01-13,withdrawal,894
2953,337,2020-03-21,withdrawal,159
2954,337,2020-03-09,deposit,549
2955,337,2020-04-04,deposit,154
2956,337,2020-02-10,deposit,658
2957,337,2020-03-25,deposit,890
2958,337,2020-01-31,withdrawal,845
2959,337,2020-04-06,deposit,7
2960,337,2020-02-21,withdrawal,224
2961,337,2020-04-06,purchase,297
2962,345,2020-01-01,purchase,964
2963,345,2020-01-08,purchase,289
2964,345,2020-03-28,purchase,702
2965,345,2020-03-05,purchase,936
2966,345,2020-01-25,deposit,598
2967,345,2020-02-04,purchase,550
2968,131,2020-01-14,deposit,803
2969,131,2020-02-19,deposit,98
2970,131,2020-01-29,deposit,465
2971,131,2020-02-10,purchase,247
2972,131,2020-03-28,purchase,16
2973,131,2020-02-02,purchase,62
2974,131,2020-02-27,deposit,719
2975,131,2020-03-29,deposit,344
2976,131,2020-03-15,deposit,672
2977,131,2020-03-21,deposit,263
2978,131,2020-01-20,withdrawal,892
2979,131,2020-02-14,withdrawal,43
2980,131,2020-02-08,purchase,955
2981,131,2020-01-21,deposit,868
2982,131,2020-03-14,deposit,181
2983,131,2020-02-25,purchase,973
2984,131,2020-03-27,purchase,617
2985,131,2020-01-10,purchase,846
2986,131,2020-01-31,withdrawal,850
2987,131,2020-03-22,deposit,711
2988,131,2020-03-16,withdrawal,707
2989,58,2020-03-27,purchase,240
2990,58,2020-02-25,deposit,937
2991,58,2020-01-19,deposit,432
2992,58,2020-04-02,deposit,945
2993,58,2020-02-08,deposit,333
2994,58,2020-04-02,purchase,384
2995,58,2020-03-23,deposit,237
2996,58,2020-03-10,purchase,358
2997,58,2020-01-13,withdrawal,775
2998,58,2020-03-06,withdrawal,425
2999,58,2020-02-02,deposit,866
3000,58,2020-02-28,purchase,407
3001,58,2020-03-22,purchase,958
3002,58,2020-03-17,withdrawal,210
3003,58,2020-03-20,withdrawal,939
3004,58,2020-02-14,purchase,415
3005,99,2020-03-24,withdrawal,23
3006,99,2020-02-29,withdrawal,189
3007,99,2020-01-21,deposit,789
3008,488,2020-04-01,deposit,221
3009,488,2020-02-04,deposit,191
3010,488,2020-02-21,deposit,349
3011,488,2020-01-11,withdrawal,547
3012,488,2020-03-11,withdrawal,709
3013,286,2020-02-07,purchase,6
3014,240,2020-03-24,deposit,995
3015,240,2020-02-01,purchase,6
3016,240,2020-02-07,purchase,35
3017,240,2020-04-01,withdrawal,35
3018,240,2020-01-30,deposit,897
3019,240,2020-04-04,deposit,168
3020,240,2020-03-08,deposit,460
3021,240,2020-01-29,purchase,684
3022,240,2020-03-08,deposit,853
3023,240,2020-01-20,deposit,748
3024,240,2020-03-17,withdrawal,494
3025,240,2020-03-01,deposit,864
3026,240,2020-01-12,purchase,725
3027,240,2020-04-03,purchase,258
3028,240,2020-03-25,withdrawal,232
3029,240,2020-02-01,purchase,313
3030,326,2020-01-18,purchase,689
3031,326,2020-02-09,deposit,628
3032,359,2020-03-05,deposit,845
3033,359,2020-04-07,purchase,281
3034,359,2020-02-09,deposit,434
3035,359,2020-01-20,deposit,136
3036,359,2020-03-18,deposit,374
3037,359,2020-03-24,withdrawal,335
3038,359,2020-01-10,deposit,915
3039,359,2020-02-27,withdrawal,40
3040,359,2020-03-04,deposit,991
3041,359,2020-01-29,purchase,171
3042,72,2020-02-08,withdrawal,493
3043,72,2020-03-24,purchase,800
3044,72,2020-03-18,deposit,627
3045,72,2020-03-18,purchase,492
3046,72,2020-02-06,deposit,390
3047,72,2020-02-24,withdrawal,932
3048,72,2020-03-28,purchase,212
3049,72,2020-04-10,purchase,92
3050,72,2020-04-17,withdrawal,555
3051,72,2020-02-28,withdrawal,564
3052,3,2020-02-22,purchase,965
3053,3,2020-04-12,deposit,493
3054,3,2020-03-05,withdrawal,213
3055,3,2020-03-19,withdrawal,188
3056,178,2020-03-19,purchase,244
3057,178,2020-02-03,withdrawal,234
3058,178,2020-03-25,withdrawal,19
3059,178,2020-04-08,withdrawal,500
3060,178,2020-04-19,purchase,975
3061,178,2020-01-23,deposit,176
3062,178,2020-03-10,withdrawal,387
3063,178,2020-03-10,deposit,800
3064,178,2020-02-10,deposit,23
3065,178,2020-02-14,purchase,97
3066,178,2020-03-17,withdrawal,147
3067,178,2020-04-15,purchase,898
3068,178,2020-02-17,deposit,443
3069,146,2020-01-27,withdrawal,873
3070,146,2020-02-15,purchase,950
3071,146,2020-02-17,purchase,225
3072,146,2020-03-29,deposit,987
3073,146,2020-01-22,purchase,822
3074,146,2020-03-20,withdrawal,617
3075,146,2020-02-06,purchase,349
3076,146,2020-03-03,withdrawal,569
3077,146,2020-02-22,purchase,936
3078,146,2020-01-16,withdrawal,266
3079,146,2020-01-30,deposit,497
3080,146,2020-03-14,withdrawal,315
3081,146,2020-04-03,deposit,64
3082,385,2020-03-30,purchase,488
3083,385,2020-03-11,purchase,855
3084,385,2020-04-03,withdrawal,168
3085,385,2020-03-03,deposit,335
3086,385,2020-01-31,withdrawal,257
3087,385,2020-03-15,withdrawal,916
3088,385,2020-01-26,withdrawal,512
3089,385,2020-03-22,purchase,988
3090,385,2020-03-27,purchase,607
3091,385,2020-01-26,purchase,990
3092,193,2020-03-02,purchase,203
3093,279,2020-02-19,deposit,443
3094,279,2020-03-25,purchase,83
3095,279,2020-02-24,deposit,725
3096,279,2020-04-01,withdrawal,80
3097,279,2020-03-30,deposit,745
3098,279,2020-01-23,deposit,844
3099,279,2020-01-15,deposit,837
3100,279,2020-01-13,deposit,116
3101,279,2020-03-27,withdrawal,135
3102,279,2020-02-24,deposit,578
3103,279,2020-03-29,deposit,15
3104,272,2020-04-01,withdrawal,804
3105,272,2020-02-22,withdrawal,15
3106,272,2020-02-10,withdrawal,563
3107,272,2020-04-01,deposit,708
3108,272,2020-02-29,purchase,541
3109,272,2020-02-19,purchase,852
3110,272,2020-01-27,purchase,934
3111,272,2020-02-01,deposit,526
3112,87,2020-02-02,withdrawal,661
3113,87,2020-02-17,withdrawal,107
3114,87,2020-01-29,purchase,2
3115,87,2020-01-22,purchase,524
3116,87,2020-01-21,withdrawal,616
3117,87,2020-02-14,purchase,183
3118,87,2020-03-05,purchase,197
3119,87,2020-04-10,withdrawal,627
3120,87,2020-02-26,purchase,682
3121,87,2020-02-06,deposit,561
3122,87,2020-02-19,deposit,376
3123,87,2020-02-19,purchase,305
3124,87,2020-04-05,deposit,995
3125,244,2020-04-18,withdrawal,769
3126,244,2020-04-10,purchase,284
3127,244,2020-03-31,deposit,178
3128,244,2020-02-13,deposit,448
3129,244,2020-02-18,deposit,796
3130,244,2020-02-05,purchase,220
3131,23,2020-02-12,withdrawal,408
3132,23,2020-03-08,deposit,834
3133,23,2020-01-22,purchase,240
3134,23,2020-04-08,withdrawal,522
3135,23,2020-03-31,purchase,676
3136,278,2020-02-25,withdrawal,618
3137,278,2020-02-21,purchase,10
3138,278,2020-03-03,withdrawal,152
3139,278,2020-02-28,withdrawal,278
3140,278,2020-04-16,deposit,417
3141,278,2020-04-01,withdrawal,276
3142,278,2020-01-27,deposit,627
3143,278,2020-02-26,deposit,442
3144,278,2020-04-17,deposit,727
3145,278,2020-04-05,deposit,152
3146,278,2020-04-15,purchase,414
3147,278,2020-04-11,deposit,396
3148,278,2020-04-20,deposit,526
3149,278,2020-02-17,deposit,878
3150,278,2020-03-11,deposit,455
3151,484,2020-03-25,deposit,981
3152,484,2020-03-23,withdrawal,56
3153,368,2020-03-30,purchase,507
3154,368,2020-02-21,withdrawal,598
3155,368,2020-02-07,withdrawal,242
3156,368,2020-01-28,withdrawal,903
3157,368,2020-02-03,withdrawal,510
3158,368,2020-03-22,deposit,952
3159,368,2020-02-06,deposit,450
3160,368,2020-01-30,deposit,277
3161,368,2020-02-02,purchase,232
3162,368,2020-04-08,withdrawal,282
3163,368,2020-04-11,withdrawal,387
3164,368,2020-04-01,purchase,208
3165,368,2020-02-12,purchase,910
3166,368,2020-03-29,deposit,934
3167,368,2020-03-04,purchase,147
3168,368,2020-02-17,withdrawal,296
3169,368,2020-02-18,withdrawal,626
3170,368,2020-03-18,deposit,782
3171,368,2020-04-14,purchase,507
3172,158,2020-02-08,purchase,192
3173,158,2020-03-16,purchase,546
3174,158,2020-03-29,purchase,522
3175,158,2020-01-18,purchase,109
3176,158,2020-03-13,purchase,235
3177,158,2020-01-28,purchase,477
3178,158,2020-03-27,withdrawal,118
3179,158,2020-03-09,withdrawal,799
3180,158,2020-03-19,deposit,567
3181,158,2020-03-23,deposit,683
3182,148,2020-03-28,deposit,739
3183,148,2020-02-09,purchase,941
3184,148,2020-03-17,withdrawal,348
3185,148,2020-02-17,withdrawal,788
3186,148,2020-04-03,purchase,113
3187,148,2020-02-13,purchase,826
3188,148,2020-04-08,purchase,541
3189,118,2020-03-30,deposit,223
3190,118,2020-01-24,purchase,977
3191,118,2020-02-02,deposit,173
3192,118,2020-03-11,purchase,795
3193,118,2020-02-02,withdrawal,3
3194,118,2020-03-15,withdrawal,342
3195,118,2020-01-04,purchase,389
3196,221,2020-03-08,purchase,136
3197,221,2020-03-07,deposit,312
3198,221,2020-02-24,deposit,508
3199,221,2020-03-14,purchase,175
3200,221,2020-02-27,purchase,411
3201,221,2020-01-17,deposit,112
3202,221,2020-03-07,withdrawal,427
3203,221,2020-01-24,deposit,883
3204,221,2020-01-23,deposit,256
3205,221,2020-01-21,purchase,14
3206,126,2020-03-03,deposit,270
3207,126,2020-02-25,deposit,651
3208,126,2020-02-22,deposit,280
3209,126,2020-02-11,withdrawal,806
3210,126,2020-02-07,purchase,875
3211,126,2020-02-23,purchase,744
3212,126,2020-02-10,deposit,970
3213,126,2020-02-27,deposit,367
3214,126,2020-03-28,withdrawal,557
3215,126,2020-01-21,withdrawal,906
3216,126,2020-02-13,purchase,167
3217,126,2020-03-24,withdrawal,946
3218,126,2020-03-03,withdrawal,873
3219,126,2020-02-04,deposit,394
3220,245,2020-03-10,withdrawal,45
3221,245,2020-04-07,deposit,891
3222,245,2020-03-23,purchase,434
3223,245,2020-03-27,withdrawal,322
3224,245,2020-03-04,purchase,116
3225,245,2020-04-16,deposit,266
3226,245,2020-04-12,deposit,244
3227,245,2020-04-07,purchase,620
3228,245,2020-03-23,withdrawal,536
3229,245,2020-03-01,purchase,82
3230,245,2020-02-14,deposit,320
3231,245,2020-03-08,deposit,345
3232,245,2020-02-19,withdrawal,737
3233,245,2020-04-24,deposit,880
3234,245,2020-03-01,deposit,483
3235,245,2020-04-28,withdrawal,891
3236,245,2020-03-20,deposit,127
3237,245,2020-03-22,withdrawal,870
3238,180,2020-04-05,withdrawal,371
3239,180,2020-03-15,purchase,996
3240,180,2020-02-26,withdrawal,970
3241,180,2020-01-25,withdrawal,952
3242,180,2020-01-13,purchase,556
3243,258,2020-04-13,deposit,609
3244,258,2020-03-06,purchase,782
3245,258,2020-04-03,deposit,819
3246,258,2020-03-16,deposit,43
3247,258,2020-03-04,withdrawal,379
3248,258,2020-02-14,purchase,817
3249,258,2020-03-25,deposit,115
3250,258,2020-03-26,purchase,814
3251,258,2020-02-04,purchase,849
3252,157,2020-03-14,deposit,697
3253,157,2020-03-18,deposit,827
3254,157,2020-03-01,deposit,941
3255,157,2020-03-06,deposit,517
3256,157,2020-03-09,deposit,395
3257,157,2020-01-28,purchase,583
3258,157,2020-02-29,withdrawal,749
3259,417,2020-02-06,purchase,453
3260,417,2020-01-17,purchase,343
3261,417,2020-02-24,purchase,472
3262,417,2020-03-04,purchase,620
3263,417,2020-01-22,purchase,972
3264,417,2020-02-06,purchase,916
3265,417,2020-02-05,deposit,792
3266,417,2020-03-30,deposit,159
3267,417,2020-02-20,purchase,220
3268,417,2020-04-01,purchase,307
3269,417,2020-02-21,withdrawal,320
3270,417,2020-02-29,purchase,197
3271,417,2020-01-08,deposit,832
3272,417,2020-01-05,deposit,977
3273,184,2020-04-12,deposit,590
3274,184,2020-02-06,purchase,807
3275,184,2020-04-24,withdrawal,880
3276,184,2020-04-24,purchase,740
3277,184,2020-03-08,purchase,483
3278,184,2020-02-17,purchase,649
3279,184,2020-02-15,purchase,713
3280,184,2020-03-09,purchase,220
3281,184,2020-02-10,withdrawal,61
3282,184,2020-03-13,withdrawal,45
3283,184,2020-02-02,deposit,952
3284,184,2020-02-15,deposit,475
3285,184,2020-03-10,purchase,541
3286,184,2020-03-26,withdrawal,910
3287,184,2020-04-03,deposit,253
3288,184,2020-04-20,deposit,129
3289,282,2020-04-09,deposit,387
3290,282,2020-03-25,deposit,548
3291,282,2020-04-17,purchase,734
3292,282,2020-04-11,deposit,203
3293,282,2020-03-29,purchase,999
3294,282,2020-03-25,purchase,497
3295,282,2020-04-02,deposit,370
3296,282,2020-04-20,deposit,124
3297,282,2020-02-18,purchase,787
3298,415,2020-03-05,deposit,227
3299,415,2020-03-22,withdrawal,597
3300,415,2020-03-04,purchase,972
3301,415,2020-03-03,withdrawal,318
3302,415,2020-03-10,deposit,252
3303,415,2020-01-31,purchase,195
3304,415,2020-03-01,purchase,981
3305,415,2020-03-15,purchase,365
3306,415,2020-01-07,deposit,566
3307,415,2020-02-13,purchase,67
3308,415,2020-01-22,purchase,192
3309,415,2020-02-22,purchase,850
3310,415,2020-03-20,withdrawal,947
3311,195,2020-03-23,purchase,83
3312,298,2020-04-10,deposit,722
3313,298,2020-03-10,deposit,110
3314,298,2020-01-26,purchase,385
3315,298,2020-02-23,withdrawal,910
3316,298,2020-02-25,withdrawal,669
3317,298,2020-02-09,deposit,39
3318,298,2020-02-26,deposit,421
3319,298,2020-01-21,withdrawal,572
3320,298,2020-03-08,purchase,10
3321,298,2020-02-03,purchase,897
3322,298,2020-02-03,deposit,286
3323,298,2020-02-14,deposit,465
3324,298,2020-03-04,deposit,822
3325,298,2020-02-23,deposit,407
3326,298,2020-01-23,deposit,335
3327,298,2020-01-25,deposit,938
3328,298,2020-01-23,purchase,74
3329,298,2020-03-01,deposit,425
3330,411,2020-04-08,purchase,871
3331,411,2020-04-23,purchase,661
3332,66,2020-03-13,withdrawal,528
3333,66,2020-02-20,purchase,422
3334,66,2020-01-20,deposit,463
3335,66,2020-01-23,purchase,77
3336,66,2020-01-22,deposit,493
3337,66,2020-03-06,purchase,908
3338,66,2020-02-21,withdrawal,57
3339,66,2020-01-17,deposit,175
3340,66,2020-03-24,withdrawal,573
3341,25,2020-02-08,deposit,259
3342,25,2020-04-17,deposit,432
3343,25,2020-03-21,purchase,683
3344,25,2020-03-05,deposit,430
3345,25,2020-03-09,withdrawal,123
3346,25,2020-02-13,withdrawal,833
3347,25,2020-03-19,deposit,185
3348,25,2020-04-24,withdrawal,285
3349,25,2020-03-18,withdrawal,629
3350,25,2020-04-09,deposit,769
3351,323,2020-02-20,withdrawal,928
3352,323,2020-02-25,withdrawal,304
3353,323,2020-01-23,deposit,720
3354,323,2020-03-18,withdrawal,980
3355,323,2020-02-24,withdrawal,729
3356,323,2020-03-10,purchase,959
3357,323,2020-03-16,withdrawal,301
3358,323,2020-02-13,withdrawal,311
3359,323,2020-03-13,purchase,166
3360,323,2020-04-11,purchase,558
3361,323,2020-03-21,deposit,90
3362,323,2020-04-09,deposit,102
3363,323,2020-02-21,withdrawal,931
3364,323,2020-04-01,purchase,825
3365,323,2020-04-16,deposit,256
3366,270,2020-01-18,deposit,708
3367,270,2020-04-06,purchase,984
3368,270,2020-02-18,deposit,520
3369,270,2020-02-26,deposit,69
3370,270,2020-02-02,withdrawal,835
3371,270,2020-03-15,withdrawal,826
3372,270,2020-04-08,withdrawal,57
3373,270,2020-03-06,deposit,843
3374,270,2020-01-30,deposit,393
3375,270,2020-02-24,deposit,315
3376,270,2020-03-11,withdrawal,379
3377,270,2020-02-28,withdrawal,503
3378,319,2020-03-22,purchase,169
3379,319,2020-03-27,purchase,56
3380,319,2020-03-06,deposit,821
3381,319,2020-02-20,withdrawal,786
3382,319,2020-03-03,purchase,381
3383,226,2020-03-18,purchase,946
3384,226,2020-02-12,purchase,200
3385,226,2020-04-01,withdrawal,356
3386,226,2020-01-29,withdrawal,671
3387,226,2020-03-31,deposit,278
3388,226,2020-03-30,withdrawal,231
3389,226,2020-02-25,deposit,560
3390,226,2020-01-19,purchase,930
3391,226,2020-01-17,withdrawal,762
3392,226,2020-02-12,purchase,47
3393,226,2020-04-07,deposit,854
3394,226,2020-02-26,purchase,336
3395,226,2020-02-01,deposit,485
3396,226,2020-01-23,deposit,529
3397,226,2020-03-25,deposit,429
3398,226,2020-02-12,deposit,262
3399,226,2020-03-18,withdrawal,320
3400,226,2020-02-12,purchase,757
3401,226,2020-04-03,purchase,73
3402,226,2020-03-14,withdrawal,479
3403,226,2020-02-06,deposit,427
3404,468,2020-03-02,deposit,40
3405,468,2020-03-18,purchase,776
3406,468,2020-02-14,purchase,902
3407,468,2020-02-19,deposit,708
3408,468,2020-01-29,purchase,900
3409,468,2020-03-02,withdrawal,26
3410,439,2020-03-04,withdrawal,916
3411,439,2020-03-13,deposit,105
3412,439,2020-04-12,deposit,699
3413,202,2020-03-02,purchase,291
3414,202,2020-02-20,purchase,431
3415,202,2020-02-18,deposit,680
3416,202,2020-03-27,withdrawal,390
3417,202,2020-03-31,withdrawal,157
3418,202,2020-03-18,withdrawal,135
3419,202,2020-01-18,withdrawal,763
3420,202,2020-03-29,purchase,934
3421,202,2020-01-21,purchase,213
3422,202,2020-03-13,purchase,527
3423,202,2020-03-13,deposit,268
3424,202,2020-03-18,deposit,667
3425,202,2020-02-23,deposit,266
3426,202,2020-02-17,purchase,977
3427,202,2020-02-06,deposit,24
3428,202,2020-02-06,deposit,52
3429,250,2020-04-02,withdrawal,195
3430,250,2020-02-12,purchase,389
3431,250,2020-03-04,withdrawal,47
3432,250,2020-04-03,withdrawal,903
3433,250,2020-03-26,deposit,493
3434,250,2020-02-27,purchase,610
3435,250,2020-01-28,withdrawal,476
3436,250,2020-04-17,withdrawal,634
3437,250,2020-03-04,purchase,643
3438,250,2020-02-24,deposit,850
3439,250,2020-03-12,deposit,895
3440,250,2020-03-09,deposit,146
3441,250,2020-03-31,withdrawal,667
3442,447,2020-03-24,deposit,24
3443,447,2020-03-19,withdrawal,816
3444,447,2020-02-22,withdrawal,758
3445,447,2020-03-13,withdrawal,539
3446,447,2020-01-23,deposit,11
3447,447,2020-01-14,purchase,172
3448,447,2020-01-20,withdrawal,657
3449,447,2020-02-28,withdrawal,396
3450,447,2020-01-05,deposit,761
3451,447,2020-01-15,deposit,761
3452,447,2020-01-05,deposit,303
3453,271,2020-01-19,withdrawal,719
3454,271,2020-03-18,deposit,844
3455,271,2020-02-06,purchase,167
3456,271,2020-03-23,deposit,497
3457,271,2020-03-29,purchase,568
3458,271,2020-01-17,deposit,469
3459,271,2020-03-11,purchase,842
3460,271,2020-03-05,withdrawal,584
3461,271,2020-04-02,deposit,857
3462,271,2020-03-11,purchase,245
3463,271,2020-04-02,withdrawal,61
3464,271,2020-03-19,deposit,478
3465,271,2020-03-05,purchase,468
3466,271,2020-02-29,deposit,268
3467,271,2020-02-02,deposit,965
3468,271,2020-02-28,deposit,55
3469,271,2020-01-11,purchase,833
3470,271,2020-02-26,deposit,737
3471,271,2020-01-17,purchase,821
3472,353,2020-03-11,withdrawal,738
3473,353,2020-01-13,purchase,935
3474,353,2020-03-12,deposit,846
3475,353,2020-03-21,deposit,435
3476,353,2020-01-19,deposit,898
3477,353,2020-02-21,purchase,741
3478,353,2020-01-26,withdrawal,575
3479,353,2020-02-04,purchase,523
3480,353,2020-03-12,deposit,760
3481,409,2020-02-13,deposit,556
3482,409,2020-02-11,deposit,713
3483,409,2020-03-18,withdrawal,924
3484,409,2020-03-01,deposit,983
3485,409,2020-03-25,deposit,314
3486,409,2020-04-16,deposit,629
3487,409,2020-04-13,withdrawal,894
3488,409,2020-02-18,purchase,990
3489,409,2020-03-20,deposit,650
3490,409,2020-02-24,deposit,937
3491,409,2020-03-24,deposit,61
3492,409,2020-04-17,deposit,433
3493,432,2020-04-01,deposit,658
3494,432,2020-02-25,deposit,478
3495,432,2020-04-20,deposit,318
3496,432,2020-04-12,purchase,565
3497,432,2020-02-08,withdrawal,758
3498,432,2020-04-01,deposit,177
3499,432,2020-03-15,deposit,907
3500,432,2020-02-12,purchase,46
3501,432,2020-02-10,withdrawal,836
3502,432,2020-01-26,purchase,817
3503,432,2020-01-27,deposit,572
3504,432,2020-02-14,deposit,984
3505,432,2020-04-01,deposit,509
3506,432,2020-03-31,purchase,930
3507,432,2020-02-08,deposit,772
3508,432,2020-04-03,deposit,38
3509,432,2020-04-03,deposit,337
3510,40,2020-02-20,deposit,401
3511,40,2020-02-11,deposit,914
3512,40,2020-02-16,purchase,737
3513,40,2020-02-13,withdrawal,630
3514,40,2020-03-25,deposit,417
3515,40,2020-03-11,purchase,275
3516,40,2020-03-20,purchase,712
3517,40,2020-01-26,withdrawal,510
3518,40,2020-03-05,deposit,934
3519,40,2020-04-03,withdrawal,867
3520,268,2020-02-13,withdrawal,58
3521,268,2020-03-22,withdrawal,450
3522,268,2020-01-22,purchase,547
3523,268,2020-01-31,withdrawal,386
3524,268,2020-02-09,purchase,104
3525,268,2020-01-12,deposit,589
3526,268,2020-02-19,withdrawal,811
3527,268,2020-01-18,deposit,759
3528,268,2020-04-03,withdrawal,488
3529,268,2020-02-04,purchase,169
3530,268,2020-02-13,deposit,503
3531,268,2020-03-11,deposit,583
3532,268,2020-01-21,deposit,249
3533,268,2020-02-01,withdrawal,937
3534,268,2020-01-15,deposit,291
3535,268,2020-03-14,purchase,84
3536,268,2020-03-08,purchase,52
3537,268,2020-03-02,deposit,150
3538,85,2020-03-23,deposit,609
3539,85,2020-04-04,purchase,430
3540,401,2020-03-07,purchase,855
3541,401,2020-02-29,withdrawal,127
3542,401,2020-03-20,deposit,963
3543,401,2020-01-21,withdrawal,854
3544,470,2020-01-18,withdrawal,565
3545,470,2020-02-14,withdrawal,688
3546,242,2020-02-20,withdrawal,328
3547,242,2020-02-12,withdrawal,228
3548,242,2020-04-14,withdrawal,47
3549,242,2020-04-05,withdrawal,915
3550,242,2020-02-10,withdrawal,835
3551,242,2020-03-16,withdrawal,123
3552,242,2020-02-26,withdrawal,643
3553,242,2020-01-27,deposit,441
3554,242,2020-04-12,purchase,337
3555,242,2020-02-22,deposit,134
3556,242,2020-03-09,purchase,225
3557,242,2020-04-09,deposit,1
3558,242,2020-01-22,purchase,227
3559,242,2020-02-28,deposit,295
3560,242,2020-03-16,withdrawal,713
3561,242,2020-03-12,withdrawal,654
3562,242,2020-04-05,withdrawal,372
3563,242,2020-04-01,purchase,503
3564,242,2020-03-02,deposit,286
3565,242,2020-01-28,deposit,673
3566,242,2020-04-18,deposit,730
3567,295,2020-04-18,purchase,658
3568,295,2020-02-15,purchase,848
3569,295,2020-04-15,purchase,474
3570,295,2020-04-03,purchase,475
3571,295,2020-03-06,deposit,987
3572,295,2020-02-03,deposit,708
3573,295,2020-03-21,purchase,53
3574,303,2020-04-10,deposit,784
3575,303,2020-02-19,purchase,367
3576,303,2020-02-27,purchase,489
3577,303,2020-04-08,deposit,89
3578,303,2020-03-03,deposit,473
3579,303,2020-02-04,deposit,474
3580,303,2020-03-14,deposit,557
3581,303,2020-04-02,purchase,904
3582,303,2020-02-01,deposit,515
3583,303,2020-03-19,purchase,421
3584,303,2020-01-31,withdrawal,101
3585,303,2020-03-16,withdrawal,565
3586,303,2020-03-18,purchase,260
3587,303,2020-03-07,purchase,878
3588,478,2020-02-22,deposit,761
3589,478,2020-02-26,deposit,330
3590,478,2020-01-08,withdrawal,8
3591,478,2020-01-26,purchase,967
3592,478,2020-01-15,purchase,88
3593,478,2020-03-03,deposit,434
3594,478,2020-02-18,deposit,968
3595,478,2020-03-07,deposit,55
3596,478,2020-02-29,deposit,87
3597,478,2020-03-09,withdrawal,680
3598,478,2020-02-05,deposit,844
3599,2,2020-03-24,deposit,61
3600,280,2020-03-09,deposit,205
3601,280,2020-01-12,withdrawal,834
3602,280,2020-02-15,withdrawal,767
3603,280,2020-02-14,deposit,767
3604,280,2020-02-24,purchase,82
3605,280,2020-02-07,withdrawal,16
3606,280,2020-03-27,deposit,214
3607,280,2020-03-10,withdrawal,607
3608,280,2020-01-29,deposit,292
3609,280,2020-01-26,deposit,182
3610,277,2020-03-09,purchase,143
3611,277,2020-03-25,deposit,900
3612,277,2020-03-18,purchase,303
3613,277,2020-02-16,deposit,796
3614,434,2020-03-21,purchase,466
3615,434,2020-02-12,withdrawal,191
3616,434,2020-03-06,deposit,792
3617,434,2020-03-06,withdrawal,437
3618,434,2020-01-29,withdrawal,775
3619,434,2020-04-02,purchase,141
3620,434,2020-02-27,purchase,440
3621,434,2020-04-07,deposit,692
3622,434,2020-02-08,purchase,781
3623,434,2020-03-10,withdrawal,758
3624,434,2020-03-17,purchase,509
3625,434,2020-01-31,deposit,896
3626,434,2020-03-25,deposit,288
3627,434,2020-02-17,purchase,734
3628,434,2020-03-15,purchase,620
3629,434,2020-02-18,deposit,906
3630,434,2020-03-18,withdrawal,539
3631,434,2020-01-16,deposit,316
3632,389,2020-02-03,deposit,681
3633,389,2020-03-16,deposit,563
3634,389,2020-02-20,purchase,25
3635,389,2020-02-07,withdrawal,375
3636,389,2020-02-25,purchase,727
3637,389,2020-04-02,deposit,791
3638,389,2020-01-09,withdrawal,852
3639,389,2020-02-24,deposit,131
3640,389,2020-03-06,deposit,161
3641,389,2020-02-18,deposit,832
3642,389,2020-01-24,purchase,205
3643,389,2020-01-10,deposit,398
3644,256,2020-02-04,deposit,10
3645,256,2020-04-10,withdrawal,562
3646,256,2020-04-08,deposit,78
3647,256,2020-04-17,purchase,327
3648,256,2020-03-22,deposit,82
