,_month,_year,month_year,interest_id,composition,index_value,ranking,percentile_ranking
5626,1,2019,01-2019,10953,2.75,1.22,554,43.06
5627,1,2019,01-2019,40693,2.22,1.22,554,43.06
5628,1,2019,01-2019,33969,1.89,1.22,554,43.06
5629,1,2019,01-2019,40699,1.86,1.22,554,43.06
5630,1,2019,01-2019,5925,5.5,1.22,554,43.06
5631,1,2019,01-2019,34084,1.82,1.22,554,43.06
5632,1,2019,01-2019,39190,2,1.22,554,43.06
5633,1,2019,01-2019,41059,2.04,1.22,554,43.06
5634,1,2019,01-2019,13496,2.43,1.21,569,41.52
5635,1,2019,01-2019,6300,3.13,1.21,569,41.52
5636,1,2019,01-2019,14,1.64,1.21,569,41.52
5637,1,2019,01-2019,39658,2.22,1.21,569,41.52
5638,1,2019,01-2019,21240,2.61,1.21,569,41.52
5639,1,2019,01-2019,103,1.8,1.21,569,41.52
5640,1,2019,01-2019,21239,2.15,1.21,569,41.52
5641,1,2019,01-2019,6302,3.16,1.21,569,41.52
5642,1,2019,01-2019,36872,2.25,1.21,569,41.52
5643,1,2019,01-2019,41,2.71,1.21,569,41.52
5644,1,2019,01-2019,39330,1.89,1.21,569,41.52
5645,1,2019,01-2019,33972,2,1.21,569,41.52
5646,1,2019,01-2019,19519,5.52,1.21,569,41.52
5647,1,2019,01-2019,41074,1.95,1.21,569,41.52
5648,1,2019,01-2019,7483,2.52,1.2,583,40.08
5649,1,2019,01-2019,5909,5.16,1.2,583,40.08
5650,1,2019,01-2019,13421,3,1.2,583,40.08
5651,1,2019,01-2019,4937,2.44,1.2,583,40.08
5652,1,2019,01-2019,86,1.81,1.2,583,40.08
5653,1,2019,01-2019,39333,1.89,1.2,583,40.08
5654,1,2019,01-2019,36882,2.11,1.2,583,40.08
5655,1,2019,01-2019,4848,2.33,1.2,583,40.08
5656,1,2019,01-2019,6330,1.82,1.2,583,40.08
5657,1,2019,01-2019,10364,2.12,1.2,583,40.08
5658,1,2019,01-2019,38368,4.24,1.2,583,40.08
5659,1,2019,01-2019,21243,3.04,1.19,594,38.95
5660,1,2019,01-2019,6337,4.74,1.19,594,38.95
5661,1,2019,01-2019,29,2.59,1.19,594,38.95
5662,1,2019,01-2019,6211,2.36,1.19,594,38.95
5663,1,2019,01-2019,6335,2.43,1.19,594,38.95
5664,1,2019,01-2019,5957,5.99,1.19,594,38.95
5665,1,2019,01-2019,34461,2.39,1.19,594,38.95
5666,1,2019,01-2019,38360,2.47,1.19,594,38.95
5667,1,2019,01-2019,33966,1.87,1.19,594,38.95
5668,1,2019,01-2019,17672,2.38,1.19,594,38.95
5669,1,2019,01-2019,67,4.7,1.19,594,38.95
5670,1,2019,01-2019,104,1.64,1.19,594,38.95
5671,1,2019,01-2019,6314,2.04,1.19,594,38.95
5672,1,2019,01-2019,34087,1.58,1.18,607,37.62
5673,1,2019,01-2019,40434,2.59,1.18,607,37.62
5674,1,2019,01-2019,10870,1.9,1.18,607,37.62
5675,1,2019,01-2019,4858,2.5,1.18,607,37.62
5676,1,2019,01-2019,6228,2.38,1.18,607,37.62
5677,1,2019,01-2019,75,2.33,1.18,607,37.62
5678,1,2019,01-2019,5921,2.61,1.18,607,37.62
5679,1,2019,01-2019,10009,5.67,1.18,607,37.62
5680,1,2019,01-2019,8,2.09,1.18,607,37.62
5681,1,2019,01-2019,4936,2.49,1.18,607,37.62
5682,1,2019,01-2019,40692,2.41,1.18,607,37.62
5683,1,2019,01-2019,39653,1.81,1.18,607,37.62
5684,1,2019,01-2019,54,2.16,1.18,607,37.62
5685,1,2019,01-2019,41084,1.89,1.18,607,37.62
5686,1,2019,01-2019,39339,1.89,1.18,607,37.62
5687,1,2019,01-2019,40193,2.44,1.18,607,37.62
5688,1,2019,01-2019,4906,1.96,1.18,607,37.62
5689,1,2019,01-2019,19251,2.6,1.17,624,35.87
5690,1,2019,01-2019,34644,1.76,1.17,624,35.87
5691,1,2019,01-2019,6160,2.18,1.17,624,35.87
5692,1,2019,01-2019,4932,2.61,1.17,624,35.87
5693,1,2019,01-2019,22421,2.28,1.17,624,35.87
5694,1,2019,01-2019,21,4.25,1.17,624,35.87
5695,1,2019,01-2019,5918,2.55,1.17,624,35.87
5696,1,2019,01-2019,40187,2.29,1.17,624,35.87
5697,1,2019,01-2019,33964,1.77,1.17,624,35.87
5698,1,2019,01-2019,34639,1.61,1.17,624,35.87
5699,1,2019,01-2019,40696,2.35,1.17,624,35.87
5700,1,2019,01-2019,21326,2.97,1.17,624,35.87
5701,1,2019,01-2019,19879,2.28,1.17,624,35.87
5702,1,2019,01-2019,19630,2.26,1.17,624,35.87
5703,1,2019,01-2019,63,4.47,1.16,638,34.43
5704,1,2019,01-2019,17318,2.11,1.16,638,34.43
5705,1,2019,01-2019,4935,2.8,1.16,638,34.43
5706,1,2019,01-2019,33961,1.59,1.16,638,34.43
5707,1,2019,01-2019,33970,1.57,1.16,638,34.43
5708,1,2019,01-2019,41853,2.26,1.16,638,34.43
5709,1,2019,01-2019,6123,1.81,1.16,638,34.43
5710,1,2019,01-2019,34641,1.63,1.16,638,34.43
5711,1,2019,01-2019,119,2.33,1.16,638,34.43
5712,1,2019,01-2019,4919,5.61,1.16,638,34.43
5713,1,2019,01-2019,37418,2.24,1.16,638,34.43
5714,1,2019,01-2019,38283,2.5,1.16,638,34.43
5715,1,2019,01-2019,42000,1.92,1.16,638,34.43
5716,1,2019,01-2019,6344,1.77,1.16,638,34.43
5717,1,2019,01-2019,38364,2.2,1.16,638,34.43
5718,1,2019,01-2019,14800,1.94,1.15,653,32.89
5719,1,2019,01-2019,62,2.21,1.15,653,32.89
5720,1,2019,01-2019,19627,1.89,1.15,653,32.89
5721,1,2019,01-2019,40690,2.32,1.15,653,32.89
5722,1,2019,01-2019,34460,2.14,1.15,653,32.89
5723,1,2019,01-2019,91,2.83,1.15,653,32.89
5724,1,2019,01-2019,39332,2.05,1.15,653,32.89
5725,1,2019,01-2019,36877,2.34,1.15,653,32.89
5726,1,2019,01-2019,34635,1.69,1.15,653,32.89
5727,1,2019,01-2019,4904,2.4,1.15,653,32.89
5728,1,2019,01-2019,4866,2.31,1.15,653,32.89
5729,1,2019,01-2019,5897,2.51,1.15,653,32.89
5730,1,2019,01-2019,40437,2.1,1.15,653,32.89
5731,1,2019,01-2019,22400,2.52,1.15,653,32.89
5732,1,2019,01-2019,22,2.07,1.15,653,32.89
5733,1,2019,01-2019,80,2.02,1.15,653,32.89
5734,1,2019,01-2019,20751,2.25,1.15,653,32.89
5735,1,2019,01-2019,40700,2.27,1.14,670,31.14
5736,1,2019,01-2019,73,2.09,1.14,670,31.14
5737,1,2019,01-2019,13498,2.15,1.14,670,31.14
5738,1,2019,01-2019,37415,2.26,1.14,670,31.14
5739,1,2019,01-2019,37887,2.5,1.14,670,31.14
5740,1,2019,01-2019,10010,2.37,1.14,670,31.14
5741,1,2019,01-2019,4918,2.18,1.14,670,31.14
5742,1,2019,01-2019,6331,2,1.14,670,31.14
5743,1,2019,01-2019,39654,1.85,1.14,670,31.14
5744,1,2019,01-2019,20750,1.81,1.14,670,31.14
5745,1,2019,01-2019,36878,2.62,1.14,670,31.14
5746,1,2019,01-2019,114,1.63,1.14,670,31.14
5747,1,2019,01-2019,5914,2.04,1.14,670,31.14
5748,1,2019,01-2019,117,1.99,1.14,670,31.14
5749,1,2019,01-2019,4917,4.9,1.14,670,31.14
5750,1,2019,01-2019,22420,4.44,1.14,670,31.14
5751,1,2019,01-2019,34649,1.68,1.14,670,31.14
5752,1,2019,01-2019,45,2.34,1.14,670,31.14
5753,1,2019,01-2019,40683,2.25,1.14,670,31.14
5754,1,2019,01-2019,13,1.86,1.13,689,29.19
5755,1,2019,01-2019,38354,2.06,1.13,689,29.19
5756,1,2019,01-2019,37419,2.2,1.13,689,29.19
5757,1,2019,01-2019,18,1.78,1.13,689,29.19
5758,1,2019,01-2019,41855,2.08,1.13,689,29.19
5759,1,2019,01-2019,84,3.34,1.13,689,29.19
5760,1,2019,01-2019,6076,1.94,1.13,689,29.19
5761,1,2019,01-2019,42237,1.93,1.13,689,29.19
5762,1,2019,01-2019,5962,2.19,1.13,689,29.19
5763,1,2019,01-2019,5961,2.7,1.13,689,29.19
5764,1,2019,01-2019,22401,2.38,1.13,689,29.19
5765,1,2019,01-2019,17729,4.64,1.13,689,29.19
5766,1,2019,01-2019,6172,3.8,1.12,701,27.95
5767,1,2019,01-2019,6227,3.58,1.12,701,27.95
5768,1,2019,01-2019,6127,1.79,1.12,701,27.95
5769,1,2019,01-2019,10834,5.33,1.12,701,27.95
5770,1,2019,01-2019,40435,2.7,1.12,701,27.95
5771,1,2019,01-2019,6141,3.85,1.12,701,27.95
5772,1,2019,01-2019,6088,2.34,1.12,701,27.95
5773,1,2019,01-2019,6253,4.51,1.12,701,27.95
5774,1,2019,01-2019,38351,2.21,1.12,701,27.95
5775,1,2019,01-2019,6221,2.24,1.12,701,27.95
5776,1,2019,01-2019,39651,1.62,1.12,701,27.95
5777,1,2019,01-2019,37881,1.94,1.12,701,27.95
5778,1,2019,01-2019,6149,2.29,1.12,701,27.95
5779,1,2019,01-2019,33962,1.59,1.11,714,26.62
5780,1,2019,01-2019,34646,1.79,1.11,714,26.62
5781,1,2019,01-2019,33965,1.73,1.11,714,26.62
5782,1,2019,01-2019,39331,1.79,1.11,714,26.62
5783,1,2019,01-2019,6231,2.32,1.11,714,26.62
5784,1,2019,01-2019,39659,2.05,1.11,714,26.62
5785,1,2019,01-2019,6049,2.45,1.11,714,26.62
5786,1,2019,01-2019,36863,2.06,1.1,721,25.9
5787,1,2019,01-2019,34088,2,1.1,721,25.9
5788,1,2019,01-2019,38359,2.29,1.1,721,25.9
5789,1,2019,01-2019,4930,2.01,1.1,721,25.9
5790,1,2019,01-2019,7597,2.25,1.1,721,25.9
5791,1,2019,01-2019,18807,2.13,1.1,721,25.9
5792,1,2019,01-2019,34647,1.65,1.1,721,25.9
5793,1,2019,01-2019,12602,2.5,1.1,721,25.9
5794,1,2019,01-2019,6366,2.33,1.1,721,25.9
5795,1,2019,01-2019,5926,3,1.1,721,25.9
5796,1,2019,01-2019,39195,1.83,1.1,721,25.9
5797,1,2019,01-2019,6391,2.16,1.1,721,25.9
5798,1,2019,01-2019,118,2.46,1.1,721,25.9
5799,1,2019,01-2019,46,2.23,1.1,721,25.9
5800,1,2019,01-2019,6339,2.28,1.1,721,25.9
5801,1,2019,01-2019,163,2.15,1.1,721,25.9
5802,1,2019,01-2019,116,2.13,1.09,737,24.25
5803,1,2019,01-2019,10871,1.89,1.09,737,24.25
5804,1,2019,01-2019,6064,2.17,1.09,737,24.25
5805,1,2019,01-2019,5946,1.67,1.09,737,24.25
5806,1,2019,01-2019,6194,2.24,1.09,737,24.25
5807,1,2019,01-2019,6183,2.43,1.09,737,24.25
5808,1,2019,01-2019,27,1.94,1.09,737,24.25
5809,1,2019,01-2019,41857,2.4,1.09,737,24.25
5810,1,2019,01-2019,36874,2.11,1.08,745,23.43
5811,1,2019,01-2019,6226,2.27,1.08,745,23.43
5812,1,2019,01-2019,38284,2.07,1.08,745,23.43
5813,1,2019,01-2019,36880,2.66,1.08,745,23.43
5814,1,2019,01-2019,41195,2.01,1.08,745,23.43
5815,1,2019,01-2019,41546,1.85,1.08,745,23.43
5816,1,2019,01-2019,19593,4.05,1.07,751,22.82
5817,1,2019,01-2019,21248,2.66,1.07,751,22.82
5818,1,2019,01-2019,36869,1.87,1.07,751,22.82
5819,1,2019,01-2019,39336,1.72,1.07,751,22.82
5820,1,2019,01-2019,40194,1.78,1.07,751,22.82
5821,1,2019,01-2019,34648,2.08,1.07,751,22.82
5822,1,2019,01-2019,5972,3.97,1.07,751,22.82
5823,1,2019,01-2019,7529,2.33,1.07,751,22.82
5824,1,2019,01-2019,6115,2.82,1.07,751,22.82
5825,1,2019,01-2019,36875,2.35,1.06,760,21.89
5826,1,2019,01-2019,6120,2.38,1.06,760,21.89
5827,1,2019,01-2019,22096,2.07,1.06,760,21.89
5828,1,2019,01-2019,20754,1.97,1.06,760,21.89
5829,1,2019,01-2019,17670,2.18,1.06,760,21.89
5830,1,2019,01-2019,6389,2.2,1.06,760,21.89
5831,1,2019,01-2019,85,1.9,1.06,760,21.89
5832,1,2019,01-2019,6122,2.31,1.06,760,21.89
5833,1,2019,01-2019,41553,2.15,1.06,760,21.89
5834,1,2019,01-2019,39189,1.8,1.06,760,21.89
5835,1,2019,01-2019,22422,2.05,1.06,760,21.89
5836,1,2019,01-2019,10970,2.47,1.06,760,21.89
5837,1,2019,01-2019,110,4.92,1.06,760,21.89
5838,1,2019,01-2019,36,4.36,1.06,760,21.89
5839,1,2019,01-2019,6008,4.22,1.05,774,20.45
5840,1,2019,01-2019,7545,2.48,1.05,774,20.45
5841,1,2019,01-2019,19588,1.74,1.05,774,20.45
5842,1,2019,01-2019,12277,1.8,1.05,774,20.45
5843,1,2019,01-2019,5951,3.96,1.05,774,20.45
5844,1,2019,01-2019,146,1.9,1.05,774,20.45
5845,1,2019,01-2019,41196,1.86,1.05,774,20.45
5846,1,2019,01-2019,21241,2.65,1.04,781,19.73
5847,1,2019,01-2019,39770,2.23,1.04,781,19.73
5848,1,2019,01-2019,40189,2.31,1.04,781,19.73
5849,1,2019,01-2019,22092,2.68,1.04,781,19.73
5850,1,2019,01-2019,168,1.68,1.04,781,19.73
5851,1,2019,01-2019,19296,2.21,1.04,781,19.73
5852,1,2019,01-2019,5943,1.64,1.04,781,19.73
5853,1,2019,01-2019,39338,1.66,1.04,781,19.73
5854,1,2019,01-2019,18620,2.14,1.04,781,19.73
5855,1,2019,01-2019,10872,3.38,1.04,781,19.73
5856,1,2019,01-2019,37879,2.2,1.04,781,19.73
5857,1,2019,01-2019,6089,1.59,1.04,781,19.73
5858,1,2019,01-2019,22413,2.45,1.04,781,19.73
5859,1,2019,01-2019,140,4.09,1.03,794,18.4
5860,1,2019,01-2019,38366,2.2,1.03,794,18.4
5861,1,2019,01-2019,21236,5.45,1.03,794,18.4
5862,1,2019,01-2019,19634,1.84,1.03,794,18.4
5863,1,2019,01-2019,41062,1.6,1.03,794,18.4
5864,1,2019,01-2019,81,1.75,1.03,794,18.4
5865,1,2019,01-2019,4929,2.3,1.03,794,18.4
5866,1,2019,01-2019,40703,2.22,1.02,801,17.68
5867,1,2019,01-2019,19618,2.09,1.02,801,17.68
5868,1,2019,01-2019,20730,2.95,1.02,801,17.68
5869,1,2019,01-2019,39191,1.83,1.02,801,17.68
5870,1,2019,01-2019,39335,1.71,1.02,801,17.68
5871,1,2019,01-2019,11065,2.21,1.02,801,17.68
5872,1,2019,01-2019,78,1.81,1.02,801,17.68
5873,1,2019,01-2019,37409,1.82,1.02,801,17.68
5874,1,2019,01-2019,20963,2.11,1.02,801,17.68
5875,1,2019,01-2019,19609,1.78,1.02,801,17.68
5876,1,2019,01-2019,38361,2.19,1.02,801,17.68
5877,1,2019,01-2019,6174,1.92,1.02,801,17.68
5878,1,2019,01-2019,22095,1.91,1.02,801,17.68
5879,1,2019,01-2019,5922,2.2,1.02,801,17.68
5880,1,2019,01-2019,6318,1.88,1.01,815,16.24
5881,1,2019,01-2019,6216,1.67,1.01,815,16.24
5882,1,2019,01-2019,4933,1.91,1.01,815,16.24
5883,1,2019,01-2019,170,1.98,1.01,815,16.24
5884,1,2019,01-2019,90,1.74,1.01,815,16.24
5885,1,2019,01-2019,40695,2.21,1.01,815,16.24
5886,1,2019,01-2019,38365,2.08,1.01,815,16.24
5887,1,2019,01-2019,16197,1.59,1.01,815,16.24
5888,1,2019,01-2019,19607,1.69,1.01,815,16.24
5889,1,2019,01-2019,7453,1.65,1.01,815,16.24
5890,1,2019,01-2019,19602,2.11,1,825,15.21
5891,1,2019,01-2019,38367,1.7,1,825,15.21
5892,1,2019,01-2019,19520,2.12,1,825,15.21
5893,1,2019,01-2019,10869,2.02,1,825,15.21
5894,1,2019,01-2019,43549,1.86,1,825,15.21
5895,1,2019,01-2019,15935,2.19,1,825,15.21
5896,1,2019,01-2019,34079,1.65,1,825,15.21
5897,1,2019,01-2019,41061,1.56,1,825,15.21
5898,1,2019,01-2019,40188,1.9,1,825,15.21
5899,1,2019,01-2019,6124,2.31,1,825,15.21
5900,1,2019,01-2019,38352,1.81,0.99,835,14.18
5901,1,2019,01-2019,34083,1.62,0.99,835,14.18
5902,1,2019,01-2019,20816,1.66,0.99,835,14.18
5903,1,2019,01-2019,39647,1.71,0.99,835,14.18
5904,1,2019,01-2019,6278,1.77,0.99,835,14.18
5905,1,2019,01-2019,6169,2,0.99,835,14.18
5906,1,2019,01-2019,20753,1.56,0.98,841,13.57
5907,1,2019,01-2019,6156,1.7,0.98,841,13.57
5908,1,2019,01-2019,6387,2.12,0.98,841,13.57
5909,1,2019,01-2019,19759,1.75,0.98,841,13.57
5910,1,2019,01-2019,43540,2.33,0.98,841,13.57
5911,1,2019,01-2019,19596,2.55,0.98,841,13.57
5912,1,2019,01-2019,4899,1.57,0.98,841,13.57
5913,1,2019,01-2019,38350,1.8,0.98,841,13.57
5914,1,2019,01-2019,20731,1.65,0.97,849,12.74
5915,1,2019,01-2019,19605,2.17,0.97,849,12.74
5916,1,2019,01-2019,17271,1.71,0.97,849,12.74
5917,1,2019,01-2019,37882,1.93,0.97,849,12.74
5918,1,2019,01-2019,6367,2.04,0.96,853,12.33
5919,1,2019,01-2019,34636,1.59,0.96,853,12.33
5920,1,2019,01-2019,10838,1.81,0.96,853,12.33
5921,1,2019,01-2019,39337,1.59,0.96,853,12.33
5922,1,2019,01-2019,18619,4.02,0.96,853,12.33
5923,1,2019,01-2019,6034,4.03,0.96,853,12.33
5924,1,2019,01-2019,6332,1.75,0.95,859,11.72
5925,1,2019,01-2019,39645,1.64,0.95,859,11.72
5926,1,2019,01-2019,37257,1.94,0.95,859,11.72
5927,1,2019,01-2019,5920,1.83,0.95,859,11.72
5928,1,2019,01-2019,4927,2.11,0.95,859,11.72
5929,1,2019,01-2019,40686,1.93,0.95,859,11.72
5930,1,2019,01-2019,22425,1.88,0.95,859,11.72
5931,1,2019,01-2019,34470,1.99,0.94,866,11
5932,1,2019,01-2019,10251,1.8,0.94,866,11
5933,1,2019,01-2019,32702,2.19,0.94,866,11
5934,1,2019,01-2019,19760,1.69,0.94,866,11
5935,1,2019,01-2019,39551,1.86,0.94,866,11
5936,1,2019,01-2019,112,1.63,0.94,866,11
5937,1,2019,01-2019,12820,3.64,0.93,872,10.38
5938,1,2019,01-2019,19615,1.94,0.93,872,10.38
5939,1,2019,01-2019,35932,2.07,0.93,872,10.38
5940,1,2019,01-2019,37422,1.76,0.93,872,10.38
5941,1,2019,01-2019,142,1.82,0.93,872,10.38
5942,1,2019,01-2019,43541,1.82,0.93,872,10.38
5943,1,2019,01-2019,51,2.03,0.93,872,10.38
5944,1,2019,01-2019,5929,2.41,0.93,872,10.38
5945,1,2019,01-2019,22426,1.95,0.93,872,10.38
5946,1,2019,01-2019,37417,1.82,0.93,872,10.38
5947,1,2019,01-2019,22419,2.28,0.93,872,10.38
5948,1,2019,01-2019,66,1.55,0.93,872,10.38
5949,1,2019,01-2019,17671,1.82,0.92,884,9.15
5950,1,2019,01-2019,6223,2.4,0.92,884,9.15
5951,1,2019,01-2019,22424,2.25,0.92,884,9.15
5952,1,2019,01-2019,5924,1.71,0.92,884,9.15
5953,1,2019,01-2019,39767,1.97,0.92,884,9.15
5954,1,2019,01-2019,21251,2.78,0.91,889,8.63
5955,1,2019,01-2019,5942,1.75,0.91,889,8.63
5956,1,2019,01-2019,4931,2.51,0.91,889,8.63
5957,1,2019,01-2019,6259,1.71,0.9,892,8.32
5958,1,2019,01-2019,5930,1.61,0.9,892,8.32
5959,1,2019,01-2019,39462,2.18,0.9,892,8.32
5960,1,2019,01-2019,22094,2.08,0.9,892,8.32
5961,1,2019,01-2019,4925,1.84,0.89,896,7.91
5962,1,2019,01-2019,166,1.68,0.89,896,7.91
5963,1,2019,01-2019,19624,1.67,0.89,896,7.91
5964,1,2019,01-2019,19606,1.79,0.89,896,7.91
5965,1,2019,01-2019,5971,1.7,0.89,896,7.91
5966,1,2019,01-2019,11066,2.2,0.88,901,7.4
5967,1,2019,01-2019,36870,1.74,0.88,901,7.4
5968,1,2019,01-2019,6385,1.79,0.88,901,7.4
5969,1,2019,01-2019,6212,1.87,0.88,901,7.4
5970,1,2019,01-2019,4921,1.67,0.88,901,7.4
5971,1,2019,01-2019,19622,1.84,0.87,906,6.89
5972,1,2019,01-2019,37412,1.69,0.87,906,6.89
5973,1,2019,01-2019,15878,4.77,0.87,906,6.89
5974,1,2019,01-2019,6145,1.62,0.87,906,6.89
5975,1,2019,01-2019,123,3.51,0.87,906,6.89
5976,1,2019,01-2019,21250,2.49,0.87,906,6.89
5977,1,2019,01-2019,43547,1.86,0.87,906,6.89
5978,1,2019,01-2019,4926,1.82,0.87,906,6.89
5979,1,2019,01-2019,18203,1.71,0.87,906,6.89
5980,1,2019,01-2019,19611,1.57,0.87,906,6.89
5981,1,2019,01-2019,37407,1.59,0.86,916,5.86
5982,1,2019,01-2019,6222,1.55,0.86,916,5.86
5983,1,2019,01-2019,6224,2.15,0.86,916,5.86
5984,1,2019,01-2019,19614,3.39,0.86,916,5.86
5985,1,2019,01-2019,40526,1.91,0.86,916,5.86
5986,1,2019,01-2019,26,1.85,0.86,916,5.86
5987,1,2019,01-2019,4896,2.81,0.85,922,5.24
5988,1,2019,01-2019,21247,2.19,0.85,922,5.24
5989,1,2019,01-2019,11977,1.82,0.85,922,5.24
5990,1,2019,01-2019,7,1.69,0.85,922,5.24
5991,1,2019,01-2019,10007,1.64,0.85,922,5.24
5992,1,2019,01-2019,22415,2.33,0.84,927,4.73
5993,1,2019,01-2019,37524,1.76,0.84,927,4.73
5994,1,2019,01-2019,40689,1.7,0.84,927,4.73
5995,1,2019,01-2019,13428,1.78,0.83,930,4.42
5996,1,2019,01-2019,40687,1.66,0.83,930,4.42
5997,1,2019,01-2019,6047,2.44,0.83,930,4.42
5998,1,2019,01-2019,19595,3.42,0.82,933,4.11
5999,1,2019,01-2019,37406,1.58,0.82,933,4.11
6000,1,2019,01-2019,41549,1.66,0.82,933,4.11
6001,1,2019,01-2019,38358,1.68,0.81,936,3.8
6002,1,2019,01-2019,53,1.6,0.81,936,3.8
6003,1,2019,01-2019,19608,3.17,0.81,936,3.8
6004,1,2019,01-2019,19631,1.57,0.81,936,3.8
6005,1,2019,01-2019,19604,2.5,0.81,936,3.8
6006,1,2019,01-2019,34276,2.19,0.81,936,3.8
6007,1,2019,01-2019,21244,2.34,0.8,942,3.19
6008,1,2019,01-2019,10971,1.88,0.8,942,3.19
6009,1,2019,01-2019,7598,2.24,0.8,942,3.19
6010,1,2019,01-2019,36881,1.73,0.8,942,3.19
6011,1,2019,01-2019,6164,1.76,0.79,946,2.77
6012,1,2019,01-2019,6225,1.97,0.79,946,2.77
6013,1,2019,01-2019,36138,1.6,0.79,946,2.77
6014,1,2019,01-2019,33958,1.66,0.78,949,2.47
6015,1,2019,01-2019,6364,2.28,0.78,949,2.47
6016,1,2019,01-2019,154,1.78,0.78,949,2.47
6017,1,2019,01-2019,4847,1.54,0.78,949,2.47
6018,1,2019,01-2019,19597,1.79,0.77,953,2.06
6019,1,2019,01-2019,21246,2.05,0.76,954,1.95
6020,1,2019,01-2019,6138,1.62,0.76,954,1.95
6021,1,2019,01-2019,121,1.7,0.75,956,1.75
6022,1,2019,01-2019,22398,2.11,0.75,956,1.75
6023,1,2019,01-2019,40694,1.62,0.73,958,1.54
6024,1,2019,01-2019,42012,1.59,0.72,959,1.44
6025,1,2019,01-2019,6048,1.72,0.71,960,1.34
6026,1,2019,01-2019,14801,1.64,0.71,960,1.34
6027,1,2019,01-2019,34948,2.4,0.7,962,1.13
6028,1,2019,01-2019,6363,1.87,0.68,963,1.03
6029,1,2019,01-2019,21249,2.01,0.68,963,1.03
6030,1,2019,01-2019,42011,2.09,0.66,965,0.82
6031,1,2019,01-2019,6087,2.15,0.65,966,0.72
6032,1,2019,01-2019,19620,3.1,0.64,967,0.62
6033,1,2019,01-2019,4872,2,0.64,967,0.62
6034,1,2019,01-2019,15884,2.31,0.58,969,0.41
6035,1,2019,01-2019,6050,2.23,0.58,969,0.41
6036,1,2019,01-2019,21245,3.8,0.57,971,0.21
6037,1,2019,01-2019,6065,4.02,0.57,971,0.21
6038,1,2019,01-2019,2,2.4,0.55,973,0
6039,2,2019,02-2019,41548,9.85,3.65,1,99.91
6040,2,2019,02-2019,115,7.43,3,2,99.82
6041,2,2019,02-2019,4,6.55,2.77,3,99.73
6042,2,2019,02-2019,171,6.59,2.72,4,99.64
6043,2,2019,02-2019,5970,7.64,2.57,5,99.55
6044,2,2019,02-2019,6206,6.88,2.56,6,99.46
6045,2,2019,02-2019,19250,6.92,2.54,7,99.38
6046,2,2019,02-2019,45518,5.79,2.52,8,99.29
6047,2,2019,02-2019,42203,5.37,2.5,9,99.2
6048,2,2019,02-2019,19298,12.85,2.47,10,99.11
6049,2,2019,02-2019,38990,6.17,2.46,11,99.02
6050,2,2019,02-2019,6013,4.64,2.4,12,98.93
6051,2,2019,02-2019,21057,18.39,2.4,12,98.93
6052,NULL,NULL,NULL,NULL,6.04,2.81,51,95.73
6053,2,2019,02-2019,6285,6.41,2.4,12,98.93
6054,2,2019,02-2019,19295,5.98,2.39,15,98.66
6055,2,2019,02-2019,16137,5.36,2.37,16,98.57
6056,2,2019,02-2019,12133,13.64,2.37,16,98.57
6057,2,2019,02-2019,6184,5.86,2.34,18,98.39
6058,2,2019,02-2019,38,4.83,2.33,19,98.31
6059,2,2019,02-2019,12025,7.54,2.32,20,98.22
6060,2,2019,02-2019,35904,5.59,2.32,20,98.22
6061,2,2019,02-2019,41854,4.72,2.32,20,98.22
6062,2,2019,02-2019,6,11.03,2.32,20,98.22
6063,2,2019,02-2019,21061,7.63,2.31,24,97.86
6064,2,2019,02-2019,39665,6.03,2.3,25,97.77
6065,2,2019,02-2019,40439,5.92,2.29,26,97.68
6066,2,2019,02-2019,44469,5.36,2.28,27,97.59
6067,2,2019,02-2019,44588,5.11,2.27,28,97.5
6068,2,2019,02-2019,22502,6.05,2.26,29,97.41
6069,2,2019,02-2019,6232,5.06,2.26,29,97.41
6070,2,2019,02-2019,6378,5.97,2.26,29,97.41
6071,2,2019,02-2019,6218,4.3,2.26,29,97.41
6072,2,2019,02-2019,6286,12.41,2.25,33,97.06
6073,2,2019,02-2019,151,5.6,2.25,33,97.06
6074,2,2019,02-2019,6110,4.68,2.25,33,97.06
6075,2,2019,02-2019,6219,4.43,2.24,36,96.79
6076,2,2019,02-2019,10008,6.1,2.23,37,96.7
6077,2,2019,02-2019,6144,5.21,2.23,37,96.7
6078,2,2019,02-2019,4897,6.09,2.2,39,96.52
6079,2,2019,02-2019,5968,6.06,2.19,40,96.43
6080,2,2019,02-2019,79,4.26,2.18,41,96.34
6081,2,2019,02-2019,17269,5.65,2.18,41,96.34
6082,2,2019,02-2019,38994,5.35,2.17,43,96.16
6083,2,2019,02-2019,21060,7.51,2.17,43,96.16
6084,2,2019,02-2019,33,5.18,2.16,45,95.99
6085,2,2019,02-2019,37875,5.44,2.13,46,95.9
6086,2,2019,02-2019,5969,14.39,2.13,46,95.9
6087,2,2019,02-2019,21062,6.59,2.13,46,95.9
6088,2,2019,02-2019,44453,4.47,2.13,46,95.9
6089,2,2019,02-2019,19423,5.08,2.12,50,95.54
6090,2,2019,02-2019,35903,4.95,2.11,51,95.45
6091,2,2019,02-2019,32486,5.01,2.11,51,95.45
6092,2,2019,02-2019,37411,4.8,2.11,51,95.45
6093,2,2019,02-2019,31,4.52,2.11,51,95.45
6094,2,2019,02-2019,17786,5.94,2.09,55,95.09
