,id,interest_name,interest_summary,created_at,last_modified
461,10011,Big Box Shoppers,Consumers who shop at big box retailers.,2017-09-12 16:39:45,2018-05-23 11:30:12
462,10249,Loan Comparison Researchers,Consumers researching and comparing loan offerings from different financial institutions.,2017-09-15 16:53:30,2017-12-07 12:35:47
463,12032,Heart Health Researchers,People reading news and advice on preventing and treating heart health issues.,2017-11-16 14:20:02,2017-12-27 12:31:08
464,10250,Halloween Costume Shoppers,Consumers comparing and shopping for Halloween costumes. These consumers are more likely to spend money on costumes for themselves and their kids.,2017-09-15 16:53:30,2017-12-27 12:31:08
465,10251,Personal Bank Comparison Researchers,Consumers researching and comparing personal checking and saving account products from different banks.,2017-09-18 15:07:53,2017-12-07 12:35:47
466,10284,Alaskan Cruise Planners,People researching cruise accommodations for trips to Alaska. These consumers are more likely to spend money on travel and local attractions.,2017-09-20 11:40:01,2017-12-27 12:31:08
467,10326,IT News Readers,People reading industry news and product releases for information technology.,2017-09-21 16:35:42,2017-12-27 12:31:08
468,10351,Military Personal Finance Researchers,People researching personal finance while also demonstrating interest in military related content.,2017-09-25 16:08:34,2018-05-23 11:30:13
469,10364,Documentary Film Fans,People who love watching and reading about documentary films .,2017-09-26 18:05:13,2018-05-23 11:30:12
470,10365,Horror Movie Fans,People interested in watching and reading about horror films .,2017-09-26 18:05:13,2018-05-23 11:30:12
471,10366,Sci-Fi Movie Fans,People who love watching and reading articles about Sci-fi movies.,2017-09-26 18:05:13,2018-05-23 11:30:13
472,10832,Austin Trip Planners,"People researching attractions and accommodations in Austin. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
473,10833,Dallas Trip Planners,"People researching attractions and accommodations in Dallas. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
474,10834,Norfolk and Virginia Beach Trip Planners,"People researching attractions and accommodations in Norfolk and Virginia. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2018-09-07 08:07:27
475,10835,Long Beach California Trip Planners,"People researching attractions and accommodations in Long Beach, California. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
476,10836,Fort Lauderdale Trip Planners,"People researching attractions and accommodations in Fort Lauderdale. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
477,10837,Denver Trip Planners,"People researching attractions and accommodations in Denver. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
478,10838,Detroit Trip Planners,"People researching attractions and accommodations in Detroit. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2017-12-07 12:35:47
479,10839,Tampa and St Petersburg Trip Planners,"People researching attractions and accommodations in Tampa and St Petersburg. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-11 11:16:31,2018-09-07 08:07:48
480,10869,Seattle Seahawks Fans,People reading news about the Seattle Seahawks and watching games. These consumers are more likely to spend money on team gear.,2017-10-16 10:18:46,2017-12-27 12:31:08
481,10870,Philadelphia Eagles Fans,People reading news about the Philadelphia Eagles and watching games. These consumers are more likely to spend money on team gear.,2017-10-16 10:18:46,2017-12-27 12:31:08
482,10871,Dallas Cowboys Fans,People reading news about the Dallas Cowboys and watching games. These consumers are more likely to spend money on team gear.,2017-10-16 10:18:46,2017-12-27 12:31:08
483,10872,Atlanta Falcons Fans,People reading news about the Atlanta Falcons and watching games. These consumers are more likely to spend money on team gear.,2017-10-16 10:18:46,2017-12-27 12:31:08
484,10953,Beard Care Shoppers,Consumers comparing and shopping for beard care products and services.,2017-10-23 12:32:17,2017-12-27 12:31:08
485,10954,Nintendo Enthusiasts,People who love visiting video game websites and reading about Nintendo.,2017-10-23 12:32:18,2018-05-23 11:30:13
486,10955,Pokemon Enthusiasts,People who love visiting video game websites and reading about Pokemon.,2017-10-23 12:32:18,2018-05-23 11:30:13
487,10970,Halloween Decorations Shoppers,Consumers in-market for Halloween decorations.,2017-10-24 10:16:21,2018-05-23 11:30:12
488,10971,Halloween Enthusiasts,People who visit Halloween related websites.,2017-10-24 10:16:21,2018-05-23 11:30:12
489,10972,Halloween Thrill Seekers,People researching Halloween related thrill venues and ideas.,2017-10-24 10:16:21,2018-05-23 11:30:12
490,10973,Family Halloween Party Planners,Consumers in-market for Halloween party supplies and content.,2017-10-24 10:16:21,2018-05-23 11:30:12
491,10974,Thanksgiving Entertaining Researchers,Consumers reading online about Thanksgiving entertaining ideas.,2017-10-24 10:16:21,2018-05-23 11:30:13
492,10975,Thanksgiving Meal Planners,People reading online about Thanksgiving meal ideas.,2017-10-24 10:16:21,2018-05-23 11:30:13
493,10976,Christmas Decorations Shoppers,Consumers in-market for Christmas decorations.,2017-10-24 10:16:21,2018-05-23 11:30:12
494,10977,Christmas Celebration Researchers,People reading online about Christmas celebration ideas.,2017-10-24 10:16:21,2018-05-23 11:30:12
495,10978,Family Christmas Celebration Researchers,People reading online about family focused Christmas celebration ideas.,2017-10-24 10:16:21,2018-05-23 11:30:12
496,10979,Hanukkah Celebration Planners,People researching online about Hanukkah Celebration ideas.,2017-10-24 10:16:21,2018-05-23 11:30:12
497,10980,Hanukkah Decorations Shoppers,Consumers in-market for Hanukkah decorations.,2017-10-24 10:16:21,2018-05-23 11:30:12
498,10981,New Years Eve Party Ticket Purchasers,Consumers in-market for New Years Eve party tickets.,2017-10-24 10:16:21,2018-05-23 11:30:13
499,10988,Santa Monica Trip Planners,"People researching attractions and accommodations in Santa Monica. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-10-25 12:42:39,2017-12-07 12:35:47
500,11065,Authors,Professionals reading industry news and researching products and services for professional writing.,2017-11-01 10:42:27,2017-12-27 12:31:08
501,11066,Chain Pizzeria Fans,Consumers researching promotions and ordering pizza from online pizza chains.,2017-11-01 10:42:28,2018-05-31 22:11:37
502,11067,NCAA Football Fans,People reading articles and websites about college football and the NCAA.,2017-11-01 10:42:28,2018-05-23 11:30:13
503,11974,Price Conscious Home Shoppers,Consumers shopping for discount home furnishings,2017-11-13 15:15:02,2018-02-26 15:39:59
504,11975,Landscape Architects,Professionals reading industry news and researching products and services for landscape design.,2017-11-13 15:15:04,2017-12-27 12:31:08
505,11977,Civil Engineers,Professionals reading industry news and researching products and services for civil engineering.,2017-11-13 15:15:04,2017-12-27 12:31:08
506,12025,Urban Skateboarding Sneaker Shoppers,Consumers comparing and shopping for trendy urban skateboarding sneakers.,2017-11-16 14:05:02,2017-12-27 12:31:08
507,12026,California Trip Planners,"People researching attractions and accommodations in California. These consumers are more likely to spend money on flights, hotels, and local attractions.",2017-11-16 14:05:02,2017-12-07 12:35:47
508,12027,Gen Z Apparel Shoppers,Consumers comparing and shopping for clothing and accessories popular with Gen Z.,2017-11-16 14:05:02,2017-12-27 12:31:08
509,12031,Neurologists,Professionals reading industry news and researching products and services for neurology.,2017-11-16 14:20:02,2017-12-27 12:31:08
510,12132,Last Minute Travelers,People researching and booking travel accommodations with little to no advanced notice.,2017-11-27 16:45:02,2017-12-27 12:31:08
511,12133,Luxury Boutique Hotel Researchers,"Consumers comparing or purchasing accommodations at luxury, boutique hotels.",2017-11-27 16:45:02,2017-12-07 12:35:47
512,12277,Market Intelligence Researchers,Professionals reading industry news focused on market intelligence.,2017-12-04 17:10:02,2017-12-18 10:57:27
513,12490,Gourmet Food Purchasers,Consumers shopping for gourmet food products and services.,2017-12-14 15:05:02,2018-02-26 15:40:05
514,12602,Family Medical Practice Journal Researchers,People reading news about the Catholic faith.,2017-12-18 12:10:03,2018-12-07 11:59:17
515,12820,Commercial Contractors & Designers,Professionals reading industry news about contracting and designing for commercial properties.,2017-12-21 12:30:02,2018-12-07 11:59:17
516,12821,Commercial Healthcare Hospitality & Retail Designers,Professionals reading industry news about hospitality and retail design for commercial healthcare properties.,2017-12-21 12:30:02,2018-12-07 11:59:17
517,13421,Los Angeles Mass Transit Commuters,People reading news about mass transit systems in Los Angeles and using commuter resources.,2018-01-04 10:25:02,2018-01-04 10:25:02
518,13428,Smoking Cessation Intenders,People researching available products and services to stop smoking cigarettes.,2018-01-04 17:30:02,2018-05-23 16:19:11
519,13496,Professional Chefs,Professionals reading industry news and researching products and services for chefs.,2018-01-08 16:15:02,2018-05-23 16:19:11
520,13497,Restaurant Supply Shoppers,Consumers comparing and shopping for wholesale restaurant food and supplies.,2018-01-08 16:15:02,2018-05-23 16:19:11
521,13498,Restaurant News Readers,Professionals reading industry news and researching products and services for restaurants.,2018-01-08 16:15:02,2018-05-23 16:19:11
522,14800,Rapid City Trip Planners,"People researching attractions and accommodations in Rapid City. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-01-24 18:25:03,2018-05-23 16:19:11
523,14801,Cryptocurrency Enthusiasts,People reading industry news and following trends on cryptocurrencies.,2018-01-24 18:25:03,2018-01-24 18:25:03
524,14802,Online Bank Researchers,People researching online banks and comparing products and services.,2018-01-24 18:30:02,2018-05-23 16:19:11
525,14895,In-Market Car Shoppers,Consumers shopping for cars on car consolidator search sites.,2018-01-26 15:40:04,2018-03-12 16:42:47
526,14901,Audio Book Listeners,People visiting sites to download audio books and audio content.,2018-01-26 16:20:04,2018-05-23 16:19:11
527,15877,Readers of Pakistani Content,People reading news from Pakistani media sources.,2018-02-02 16:25:03,2018-05-23 16:19:11
528,15878,Readers of Catholic News,People reading news about the Muslim faith.,2018-02-02 16:25:03,2018-12-07 11:59:17
529,15879,Freelancers,Professionals reading industry news and following trends on freelancing.,2018-02-02 16:25:03,2018-02-02 16:25:03
530,15882,Online Role Playing Game Enthusiasts,People researching role playing games and sharing with the community.,2018-02-02 16:25:03,2018-12-07 11:59:17
531,15883,Video and Computer Gaming Enthusiasts,People reading news and following gaming trends.,2018-02-02 16:25:03,2018-12-07 11:59:17
532,15884,Video Gamers,People researching and reading reviews of video games.,2018-02-02 16:25:03,2018-12-07 11:59:17
533,15935,Pregnancy Resources Researchers,People who visit websites and read articles related to pregnancy and childbirth.,2018-02-06 11:45:03,2018-05-31 22:11:37
534,16119,San Diego Trip Planners,"People researching attractions and accommodations in San Diego. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-02-13 10:50:03,2018-02-13 10:50:03
535,16137,Olympics Fans,People reading news about the Olympics and following the events.,2018-02-13 14:10:03,2018-02-13 14:10:03
536,16138,Special Olympics Fans,People reading news about the Special Olympics and following the events.,2018-02-13 14:10:03,2018-02-13 14:10:03
537,16196,Mexico Trip Planners,"People researching attractions and accommodations in Mexico. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-02-14 15:50:04,2018-02-14 15:50:04
538,16197,Financial Business Intelligence Researchers,Professionals reading industry news and following financial business intelligence trends.,2018-02-14 15:50:04,2018-02-22 15:26:32
539,16198,World of Warcraft Enthusiasts,People researching World of Warcraft news and following gaming trends.,2018-02-14 15:50:04,2018-12-12 18:21:00
540,17269,At-Home Gym Intenders,Consumers purchasing products and services for exercising at home.,2018-02-27 14:15:03,2018-05-23 16:19:11
541,17271,Car Collector Enthusiasts,People reading news on the collector car market. ,2018-02-27 14:15:03,2018-05-23 16:19:12
542,17274,Readers of Jamaican Content,People reading news from Jamaican media sources.,2018-02-27 14:15:03,2018-05-23 16:19:11
543,17314,Lobbyists,Professionals reading industry news on lobbying.,2018-02-28 11:00:04,2018-12-07 11:59:17
544,17318,Charitable Organization Supporters,People supporting charitable organizations through service and donations.,2018-02-28 11:00:04,2018-12-07 11:59:17
545,17320,March Madness Enthusiasts,People watching college basketball and reading about March Madness.,2018-02-28 11:00:04,2018-02-28 11:00:04
546,17452,Clinic & Lab Immunologist Professionals,Professionals reading industry news and trends on immunology at medical clinics and labs. ,2018-03-01 16:10:03,2018-05-23 16:19:11
547,17540,Vacuum Shoppers,People comparing and shopping for vacuums and vacuum parts.,2018-03-06 16:20:03,2018-03-06 16:20:03
548,17669,Fragrance Shoppers,People shopping for perfume or cologne.,2018-03-09 14:20:03,2018-03-09 14:20:03
549,17670,Deodorant Shoppers,People shopping for deoderant.,2018-03-09 14:20:03,2018-03-09 14:20:03
550,17671,Crypto Market Investors,People researching news and trends on the crypto market.,2018-03-09 14:20:04,2018-03-09 14:20:04
551,17672,Indie Coffee Shoppers,People shopping for coffee products from independent coffee brands.,2018-03-09 14:20:04,2018-05-23 16:19:11
552,17673,Coffee Chain Shoppers,People shopping for coffee products from chains coffee brands.,2018-03-09 14:20:04,2018-05-23 16:19:11
553,17674,Medical Advice Researchers,People researching medical symptoms and seeking advice online.,2018-03-09 14:20:04,2018-12-07 11:59:17
554,17729,Competitive Car Brand Shoppers,People comparing and shopping for competitive economy car brands.,2018-03-12 15:35:03,2018-05-23 11:30:13
555,17730,Luxury Department Store Shoppers,Consumers shopping at luxury department stores.,2018-03-12 15:35:03,2018-12-07 11:59:17
556,17785,Luxury Womens Brands Shoppers,Consumers shopping for clothing and accessories from luxury womens brands.,2018-03-14 11:00:04,2018-12-07 11:59:17
557,17786,Womens Fashion Brands Shoppers,Consumers shopping for clothing and accessories from top womens fashion brands.,2018-03-14 11:00:04,2018-12-07 11:59:17
558,17803,TV Advertising Professionals,Professionals reading industry news and following trends for tv advertising.,2018-03-14 13:35:05,2018-04-11 16:46:51
559,18202,Real Estate Decision Makers,Professionals reading industry news and trends on real estate.,2018-03-21 13:30:04,2018-12-07 11:59:17
560,18203,Hunters,Consumers reading hunting news and shopping for products and equipment for hunting.,2018-03-21 13:30:04,2018-12-07 11:59:17
561,18204,Healthcare Thought Leaders,Professionals reading industry news and sharing information on healthcare.,2018-03-21 13:30:04,2018-05-31 22:11:37
562,18347,Affordable Hotel Bookers,Consumers comparing and booking hotel accommodations at affordable level US hotel chains.,2018-03-26 16:20:05,2018-03-26 16:20:05
563,18348,Sci-Fi Show Watchers,Consumers watching and reading about popular sci-fi television shows.,2018-03-26 16:20:05,2018-05-23 11:30:13
564,18350,Photo Memory Makers,Consumers comparing services and shopping for prodcuts to make creations out of their photographs.,2018-03-26 16:45:03,2018-03-26 16:45:03
565,18351,Drama Show Watchers,Consumers watching and reading about popular drama television shows.,2018-03-26 16:45:03,2018-03-26 16:45:03
566,18352,Pediatric Provider Researchers,People researching healthcare providers and doctors for pedriatric medicine.,2018-03-26 16:45:03,2018-12-12 17:00:06
567,18490,Professional Sound Products Researchers,People researching and shopping for professional sound products.,2018-03-30 16:25:02,2018-03-30 16:25:02
568,18619,Asian Food Enthusiasts,People reading about Asian food and researching recipes.,2018-04-09 12:10:04,2018-04-09 12:10:04
569,18620,Mexican Food Enthusiasts,People reading about Mexican food and researching recipes.,2018-04-09 12:10:04,2018-05-23 11:30:13
570,18621,Italian Food Enthusiasts,People reading about Italian food and researching recipes.,2018-04-09 12:10:05,2018-04-09 12:10:05
571,18622,Las Vegas Nightlife Researchers,People researching nightlife in Las Vegas.,2018-04-09 12:10:05,2018-04-09 12:10:05
572,18646,Recipe Researchers,People researching recipes for at home cooking and entertaining.,2018-04-10 14:55:03,2018-04-10 14:55:03
573,18647,Gourmet Food & Wine Researchers,People researching recipes and trends for gourmet food and wine.,2018-04-10 14:55:03,2018-04-10 14:55:03
574,18648,Architecture Enthusiasts,People reading industry news and following architecture trends.,2018-04-10 14:55:03,2018-04-10 14:55:03
575,18781,Gastroenterology Journal Researchers,People and medical professionals reading gastroenterology journals.,2018-04-16 16:00:03,2018-05-04 15:11:29
576,18782,Internal Medicine Journal Researchers,People and medical professionals reading internal medicine journals.,2018-04-16 16:00:03,2018-05-04 15:11:29
577,18783,Nursing and Physicians Assistant Journal Researchers,People and medical professionals reading nursing and physicians assistant journals.,2018-04-16 16:00:03,2018-05-04 15:11:29
578,18784,Healthcare Provider Education Researchers,People and medical professionals reading family medical practice journals. ,2018-04-16 16:00:03,2018-05-23 16:19:11
579,18807,Food Safety QA Professionals,Professionals reading food safety industry news.,2018-04-17 11:25:03,2018-05-23 16:19:11
580,18923,Online Home Decor Shoppers,Consumers shopping online for home decor available for delivery.,2018-04-19 18:25:02,2018-04-19 18:25:02
581,18924,Commercial Banking Market Intelligence Researchers,Professionals researching market intelligence for commercial banking.,2018-04-19 18:25:02,2018-04-19 18:25:02
582,18995,Commercial Architects and Designers,Professionals reading industry news on commercial architecture and design.,2018-04-23 15:55:03,2018-04-23 15:55:03
583,18996,Investment Banking Professionals,Professionals reading industry news on investment banking.,2018-04-23 15:55:03,2018-04-23 15:55:03
584,18997,Insurance Professionals,Professionals reading industry news on insurance.,2018-04-23 15:55:03,2018-04-23 15:55:03
585,18998,Investment Management Professionals,Professionals reading industry news on investment management.,2018-04-23 15:55:03,2018-04-23 15:55:03
586,19250,World Cup Enthusiasts,People who are fans of international soccer.,2018-05-02 11:00:05,2018-05-02 11:00:05
587,19251,Cinco de Mayo Celebrators,People researching traditions and planning celebrations for Cinco de Mayo.,2018-05-02 11:00:05,2018-05-02 11:00:05
588,19294,Patriotic Party Decoration Shoppers,Consumers shopping for patriotic themed party decorations.,2018-05-03 10:25:02,2018-05-03 10:25:02
589,19295,Fishing Equipment Shoppers,Consumers shopping for fishing equipment.,2018-05-03 10:25:03,2018-05-03 10:25:03
590,19296,BBQ Enthusiasts,People reading trends and techniques on BBQ and shopping for products.,2018-05-03 10:25:03,2018-05-03 10:25:03
591,19297,Alzheimer and Dementia Researchers,People researching information and care for alzheimer and dementia patients.,2018-05-03 10:25:03,2018-05-03 10:25:03
592,19298,Beach Supplies Shoppers,Consumers shopping for beach supplies.,2018-05-03 10:25:03,2018-05-03 10:25:03
593,19338,Summer Activities Researchers,People researching summer activities for their families and kids.,2018-05-03 17:05:05,2018-05-03 17:05:05
594,19422,Home Design and Living Publication Readers,People reading publications focused on design and living at home.,2018-05-08 11:55:03,2018-05-08 11:55:03
595,19423,Kitchen Appliance Shoppers,People shopping for kitchen appliances.,2018-05-08 11:55:03,2018-05-08 11:55:03
596,19519,Property and Facility Managers,Professionals reading industry news and researching products and services for property and facility management.,2018-05-11 12:30:03,2018-05-11 12:30:03
597,19520,Building Service Contractors,Professionals reading industry news and researching products and services for building service contracting.,2018-05-11 12:30:03,2018-05-11 12:30:03
598,19578,Sports Gamblers,"People browsing content related to online
sports betting.",2018-05-15 11:55:04,2019-02-13 17:05:19
599,19579,Hematologists,Professionals reading industry news and researching products for hematology.,2018-05-15 11:55:04,2018-05-15 11:55:04
600,19587,Acura Vehicle Shoppers,People researching and comparing Acura vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:03,2018-05-15 14:20:03
601,19588,Audi Vehicle Shoppers,People researching and comparing Audi vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:03,2018-05-15 14:20:03
602,19589,Auto Body Shoppers,Consumers researching products and services for auto body work.,2018-05-15 14:20:03,2018-05-15 14:20:03
603,19590,Auto Show Enthusiasts,People researching news and viewing online content focused on auto shows and collectible cars.,2018-05-15 14:20:03,2018-05-15 14:20:03
604,19591,Camaro Enthusiasts,People researching and comparing Camaro vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
605,19592,Cigars Shoppers,Consumers researching brands and shopping for cigars.,2018-05-15 14:20:04,2018-05-15 14:20:04
606,19593,Classic Car Shoppers,People researching and comparing classic cars. These consumers are more likely to spend money on car shows and collectible cars.,2018-05-15 14:20:04,2018-05-15 14:20:04
607,19594,Corvette Enthusiasts,People researching and comparing Corvette vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
608,19595,Diesel Vehicle Shoppers,People researching and comparing diesel vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
609,19596,Dirt Bike Enthusiasts,Consumers researching dirt bike racing news and shopping for dirt bikes and riding accessories.,2018-05-15 14:20:04,2018-05-15 14:20:04
610,19597,Disability Insurance Researchers,People researching and comparing disability insurance policies. These consumers are more likely to spend money with insurance companies.,2018-05-15 14:20:04,2018-05-15 14:20:04
611,19598,Doctor Who Fans,"People reading fan sites, promotional material, and news on the Doctor Who series.",2018-05-15 14:20:04,2018-05-15 14:20:04
612,19599,Dodge Vehicle Shoppers,People researching and comparing Dodge vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
613,19600,Ducati Motorcycle Shoppers,People researching and comparing Ducati motorcycles. These consumers are more likely to spend money on a new or used motorcycle.,2018-05-15 14:20:04,2018-05-15 14:20:04
614,35742,Disney Fans,"People reading fan sites, promotional material, and news about Disney entertainment and attractions.",2018-08-31 11:20:04,2018-08-31 11:20:04
615,19601,Ford Mustang Enthusiasts,People researching and comparing Ford Mustang model vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
616,19602,Ford Vehicle Shoppers,People researching and comparing Ford vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:04,2018-05-15 14:20:04
617,19603,France Trip Planners,"People researching attractions and accommodations in France. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-05-15 14:20:04,2018-05-15 14:20:04
618,19604,Game of Thrones Fans,"People reading fan sites, promotional material, and news on the Game of Thrones books and series.",2018-05-15 14:20:05,2018-05-15 14:20:05
619,19605,Harley Davidson Shoppers,People researching and comparing Harley Davidson vehicles. These consumers are more likely to spend money on a new or used motorcycle.,2018-05-15 14:20:05,2018-05-15 14:20:05
620,19606,Home Networking Researchers,People researching brands and comparing products and services for a home network.,2018-05-15 14:20:05,2018-05-15 14:20:05
621,19607,Home Theater Enthusiasts,People researching brands and comparing products and services for a home theater.,2018-05-15 14:20:05,2018-05-15 14:20:05
622,19608,Honda Vehicle Shoppers,People researching and comparing Honda vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
623,19609,Hyundai Vehicle Shoppers,People researching and comparing Hyundai vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
624,19610,Jaguar Vehicle Shoppers,People researching and comparing Jaguar vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
625,19611,Jeep Vehicle Shoppers,People researching and comparing Jeep vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
626,19612,Kia Vehicle Shoppers,People researching and comparing Kia vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
627,19613,Land Rover Shoppers,People researching and comparing Land Rover vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
628,19614,Mazda Vehicle Shoppers,People researching and comparing Mazda vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
629,19615,Mercedes-Benz Vehicle Shoppers,People researching and comparing Mercedes-Benz vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
630,19616,Muscle Car Shoppers,People researching and comparing muscle cars. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
631,19617,Nissan Vehicle Shoppers,People researching and comparing Nissan vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:05,2018-05-15 14:20:05
632,19618,Off Road Accessories Enthusiasts,Consumers researching products and services for off road accessories.,2018-05-15 14:20:06,2018-05-15 14:20:06
633,19619,Pet Food Shoppers,Consumers researching brands and shopping for pet food.,2018-05-15 14:20:06,2018-05-15 14:20:06
634,19620,PlayStation Enthusiasts,People reading news about PlayStation and researching games for the system.,2018-05-15 14:20:06,2018-05-15 14:20:06
635,19621,Portugal Trip Planners,"People researching attractions and accommodations in Portugal. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-05-15 14:20:06,2018-05-15 14:20:06
636,19622,Quads and ATV Enthusiasts,People researching brands and comparing quads and ATV vehicles. These consumers are more likely to spend money on a new or used ATVs.,2018-05-15 14:20:06,2018-05-15 14:20:06
637,19623,Russia Trip Planners,"People researching attractions and accommodations in Russia. These consumers are more likely to spend money on flights, hotels, and local attractions.",2018-05-15 14:20:06,2018-05-15 14:20:06
638,19624,RV Shoppers,People researching and comparing recreational vehicles and campers. These consumers are more likely to spend money on a new or used RV.,2018-05-15 14:20:06,2018-05-15 14:20:06
639,19625,Sony Fans,People reading news about Sony and researching new product releases.,2018-05-15 14:20:06,2018-05-15 14:20:06
640,19626,Star Trek Fans,"People reading fan sites, promotional material, and news on the Star Trek franchise.",2018-05-15 14:20:06,2018-05-15 14:20:06
641,19627,Subaru Vehicle Shoppers,People researching and comparing Subaru vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:06,2018-05-15 14:20:06
642,19628,Oral Hygiene Shoppers,Consumers researching brands and shopping for oral hygiene products.,2018-05-15 14:20:06,2018-05-15 14:20:06
643,19629,Tiny Home Researchers,People researching and comparing products and services for tiny homes.,2018-05-15 14:20:06,2018-05-15 14:20:06
644,19630,Toyota Vehicle Shopper,People researching and comparing Toyota vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:06,2018-05-15 14:20:06
645,19631,Tractor Shoppers,People researching and comparing tractors. These consumers are more likely to spend money on a new or used tractors and accessories.,2018-05-15 14:20:06,2018-05-15 14:20:06
646,19632,Truck Shoppers,People researching and comparing truck models. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:07,2018-05-15 14:20:07
647,19633,UFC and MMA Fans,Active fans of the Ultimate Fighting Championship and Mixed Martial Arts.,2018-05-15 14:20:07,2018-05-15 14:20:07
648,19634,Volkswagen Vehicle Shopper,People researching and comparing Volkswagen vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-15 14:20:07,2018-05-15 14:20:07
649,19635,Xbox Enthusiasts,People reading news about Xbox and researching games for the system.,2018-05-15 14:20:07,2018-05-15 14:20:07
650,19757,Natural Pet Food Shoppers,Consumers researching and shopping for natural pet food.,2018-05-17 17:30:03,2018-05-17 17:30:03
651,19758,Dog Lovers,People reading about dogs and shopping for pet products and services.,2018-05-17 17:30:03,2018-05-17 17:30:03
652,19759,Pet Lovers,People reading about pets and shopping for pet products and services.,2018-05-17 17:30:03,2018-05-17 17:30:03
653,19760,Cat Lovers,People reading about cats and shopping for pet products and services.,2018-05-17 17:30:04,2018-05-17 17:30:04
654,19878,Coin Collectors,People researching rare coins and purchasing products for their collection.,2018-05-21 17:40:05,2018-05-21 17:40:05
655,19879,Personal Investment Researchers,People researching products and services for personal investments.,2018-05-21 17:40:05,2018-05-21 17:40:05
656,20730,Readers of Chinese Content,People reading news from Chinese media sources.,2018-05-29 11:00:03,2018-05-29 11:00:03
657,20731,Readers of South Asian Content,People reading news from South Asian media sources.,2018-05-29 11:00:03,2018-05-29 11:00:03
658,20750,BMW Vehicle Shoppers,People researching and comparing BMW vehicles. These consumers are more likely to spend money on a new or used car.,2018-05-29 15:00:03,2018-07-02 13:02:57
659,20751,Commercial Vehicles Shoppers,People researching and comparing commercial vehicles. These consumers are more likely to spend money on a new or used commercial vehicle.,2018-05-29 15:00:04,2018-05-29 15:00:04
660,20752,Commercial Truck Researchers,People researching and comparing commercial trucks. These consumers are more likely to spend money on a new or used commercial truck.,2018-05-29 15:00:04,2018-05-29 15:00:04
661,20753,Tesla Enthusiasts,People researching Tesla vehicles and news on alternative fuel vehicles. These consumers are more likely to spend money on a new or alternative fuel car.,2018-05-29 15:00:04,2018-05-29 15:00:04
662,20754,Used Car Shoppers,People researching and comparing used cars. These consumers are more likely to spend money on a used car.,2018-05-29 15:00:04,2018-05-29 15:00:04
663,20755,Movie Ticket Buyers,People searching movie times and purchasing tickets online.,2018-05-29 15:00:04,2018-05-29 15:00:04
