,week_date,region,platform,segment,customer_type,transactions,sales
10191,29/4/19,AFRICA,Retail,F1,New,22972,900782
10192,29/4/19,EUROPE,Shopify,F3,New,2,392
10193,29/4/19,CANADA,Retail,F1,Existing,24434,1382253
10194,29/4/19,OCEANIA,Shopify,F1,Existing,3180,587633
10195,29/4/19,ASIA,Shopify,C4,New,24,3402
10196,29/4/19,USA,Retail,F1,Existing,40047,2516062
10197,29/4/19,USA,Shopify,F2,New,156,25773
10198,29/4/19,USA,Shopify,F2,Existing,1516,313643
10199,29/4/19,AFRICA,Retail,F2,New,61080,2330810
10200,29/4/19,USA,Retail,F3,New,24615,982848
10201,29/4/19,USA,Retail,C4,New,15656,562705
10202,29/4/19,AFRICA,Shopify,C4,Existing,307,56018
10203,29/4/19,AFRICA,Retail,C1,Existing,166587,6529555
10204,29/4/19,OCEANIA,Retail,C3,Existing,307432,15475567
10205,29/4/19,EUROPE,Shopify,C3,Existing,129,42107
10206,29/4/19,CANADA,Retail,C1,New,28635,755030
10207,29/4/19,USA,Shopify,C1,Existing,635,116957
10208,29/4/19,SOUTH AMERICA,Shopify,C1,Existing,52,9262
10209,29/4/19,USA,Shopify,C3,Existing,1129,228099
10210,29/4/19,ASIA,Retail,F2,New,66571,2228486
10211,29/4/19,SOUTH AMERICA,Retail,F2,Existing,1010,49580
10212,29/4/19,USA,Retail,F2,New,27145,1113814
10213,29/4/19,SOUTH AMERICA,Retail,F1,Existing,647,29005
10214,29/4/19,AFRICA,Retail,C3,Existing,256766,13535586
10215,29/4/19,ASIA,Retail,F3,Existing,361099,18698221
10216,29/4/19,OCEANIA,Retail,F1,New,40151,1450009
10217,29/4/19,EUROPE,Shopify,F1,New,5,770
10218,29/4/19,AFRICA,Retail,C2,Existing,99914,4533584
10219,29/4/19,ASIA,Shopify,C2,Existing,1479,272502
10220,29/4/19,SOUTH AMERICA,Shopify,C1,New,17,2428
10221,29/4/19,ASIA,Retail,C3,New,105275,3269715
10222,29/4/19,AFRICA,Retail,C2,New,50837,1632439
10223,29/4/19,OCEANIA,Shopify,null,Guest,6335,1118988
10224,29/4/19,AFRICA,Retail,null,Guest,1647158,47960129
10225,29/4/19,EUROPE,Retail,F1,New,903,39266
10226,29/4/19,AFRICA,Shopify,C4,New,53,7879
10227,29/4/19,ASIA,Retail,F1,Existing,90889,4651522
10228,29/4/19,OCEANIA,Shopify,F2,Existing,4565,924112
10229,29/4/19,OCEANIA,Retail,C1,New,141274,3369407
10230,29/4/19,EUROPE,Retail,F3,Existing,18221,1132725
10231,22/4/19,EUROPE,Retail,null,Existing,2638,129138
10232,22/4/19,SOUTH AMERICA,Retail,F2,New,399,15986
10233,22/4/19,OCEANIA,Retail,C2,New,92786,2540545
10234,22/4/19,SOUTH AMERICA,Shopify,C4,New,4,668
10235,22/4/19,ASIA,Shopify,C3,Existing,1414,279380
10236,22/4/19,ASIA,Retail,F3,Existing,367848,18803321
10237,22/4/19,OCEANIA,Retail,F1,New,39947,1374152
10238,22/4/19,EUROPE,Shopify,null,Existing,12,2612
10239,22/4/19,USA,Retail,null,Guest,585115,18335282
10240,22/4/19,CANADA,Shopify,F2,Existing,920,174318
10241,22/4/19,EUROPE,Shopify,F3,New,1,174
10242,22/4/19,SOUTH AMERICA,Shopify,F2,Existing,21,4331
10243,22/4/19,EUROPE,Retail,C3,New,3348,136073
10244,22/4/19,OCEANIA,Retail,F1,Existing,143962,7497233
10245,22/4/19,OCEANIA,Retail,C3,Existing,314991,15641954
10246,22/4/19,EUROPE,Retail,C2,New,2415,85635
10247,22/4/19,CANADA,Shopify,C1,Existing,412,65603
10248,22/4/19,AFRICA,Shopify,F2,New,233,38505
10249,22/4/19,SOUTH AMERICA,Retail,C3,Existing,1235,60000
10250,22/4/19,AFRICA,Retail,null,Existing,27343,1322414
10251,22/4/19,USA,Shopify,F1,Existing,1212,228831
10252,22/4/19,AFRICA,Shopify,C3,Existing,1769,351771
10253,22/4/19,OCEANIA,Retail,F3,Existing,515771,28893581
10254,22/4/19,EUROPE,Shopify,F3,Existing,101,30855
10255,22/4/19,ASIA,Retail,F1,Existing,90017,4483096
10256,22/4/19,ASIA,Shopify,F1,Existing,1435,245571
10257,22/4/19,OCEANIA,Shopify,F3,Existing,2758,572466
10258,22/4/19,OCEANIA,Shopify,C3,Existing,3500,686987
10259,22/4/19,AFRICA,Shopify,F1,Existing,1661,302001
10260,22/4/19,OCEANIA,Retail,null,Guest,2516160,66063653
10261,22/4/19,AFRICA,Retail,F3,Existing,351395,21511197
10262,22/4/19,CANADA,Retail,F2,Existing,56976,3389171
10263,22/4/19,OCEANIA,Retail,C3,New,131635,4277257
10264,22/4/19,ASIA,Retail,C2,Existing,111048,4328658
10265,22/4/19,ASIA,Retail,F1,New,28984,971791
10266,22/4/19,CANADA,Shopify,F2,New,78,12247
10267,22/4/19,USA,Retail,F1,Existing,40456,2477421
10268,22/4/19,OCEANIA,Shopify,C4,New,55,7416
10269,22/4/19,EUROPE,Retail,null,New,3546,151154
10270,22/4/19,EUROPE,Shopify,F1,New,7,1254
10271,22/4/19,SOUTH AMERICA,Retail,C4,New,273,11401
10272,22/4/19,OCEANIA,Retail,F2,Existing,321905,17887396
10273,22/4/19,EUROPE,Shopify,C2,Existing,110,29301
10274,22/4/19,USA,Shopify,C3,Existing,1182,246645
10275,22/4/19,CANADA,Shopify,C4,Existing,66,12358
10276,22/4/19,AFRICA,Retail,null,Guest,1504839,45253522
10277,22/4/19,SOUTH AMERICA,Retail,C4,Existing,379,17579
10278,22/4/19,AFRICA,Retail,C2,Existing,93854,4362159
10279,22/4/19,OCEANIA,Shopify,F2,New,355,57578
10280,22/4/19,CANADA,Shopify,C1,New,71,9701
10281,22/4/19,CANADA,Retail,F1,Existing,24955,1435235
10282,22/4/19,USA,Retail,F2,New,28517,1170907
10283,22/4/19,USA,Shopify,C1,New,133,16903
10284,22/4/19,AFRICA,Retail,C3,New,91693,3412997
10285,22/4/19,ASIA,Shopify,F3,New,81,12410
10286,22/4/19,USA,Shopify,C1,Existing,665,121071
10287,22/4/19,AFRICA,Retail,F2,Existing,241945,14610308
10288,22/4/19,USA,Retail,F3,Existing,134439,8569482
10289,22/4/19,USA,Shopify,C4,New,24,2964
10290,22/4/19,AFRICA,Retail,F1,Existing,90924,5326396
10291,22/4/19,OCEANIA,Retail,F2,New,87387,3128221
10292,22/4/19,OCEANIA,Shopify,C1,New,368,45374
10293,22/4/19,EUROPE,Shopify,F2,New,7,1413
10294,22/4/19,SOUTH AMERICA,Shopify,C3,New,21,4320
10295,22/4/19,ASIA,Retail,F2,New,67716,2222435
10296,22/4/19,CANADA,Shopify,C3,Existing,596,114512
10297,22/4/19,AFRICA,Shopify,C4,New,42,6417
10298,22/4/19,CANADA,Retail,F3,New,17428,641056
10299,22/4/19,AFRICA,Retail,F2,New,58662,2314187
10300,22/4/19,EUROPE,Retail,F3,Existing,18097,1132146
10301,22/4/19,EUROPE,Retail,C1,Existing,14628,665043
10302,22/4/19,CANADA,Retail,F1,New,7067,273933
10303,22/4/19,SOUTH AMERICA,Retail,C3,New,956,37317
10304,22/4/19,EUROPE,Retail,C4,New,1091,40926
10305,22/4/19,CANADA,Retail,null,Existing,6593,326339
10306,22/4/19,OCEANIA,Shopify,C3,New,417,66505
10307,22/4/19,USA,Retail,C2,New,24450,865836
10308,22/4/19,USA,Retail,C1,Existing,55303,2396706
10309,22/4/19,SOUTH AMERICA,Retail,null,New,2136,73869
10310,22/4/19,USA,Shopify,null,New,167,26608
10311,22/4/19,USA,Shopify,C2,Existing,1107,227043
10312,22/4/19,SOUTH AMERICA,Shopify,null,New,51,8022
10313,22/4/19,USA,Retail,null,Existing,10614,543491
10314,22/4/19,EUROPE,Retail,F3,New,1580,64633
10315,22/4/19,AFRICA,Retail,F1,New,21760,859654
10316,22/4/19,AFRICA,Shopify,null,New,215,36572
10317,22/4/19,SOUTH AMERICA,Retail,C1,New,2269,51476
10318,22/4/19,EUROPE,Retail,C2,Existing,9244,451818
10319,22/4/19,CANADA,Retail,F2,New,17233,678644
10320,22/4/19,USA,Shopify,F2,Existing,1637,331446
10321,22/4/19,EUROPE,Shopify,null,Guest,206,43017
10322,22/4/19,CANADA,Shopify,null,Existing,75,12148
10323,22/4/19,CANADA,Retail,C4,Existing,28070,1428148
10324,22/4/19,OCEANIA,Retail,C4,Existing,143668,7243536
10325,22/4/19,AFRICA,Retail,C4,New,38145,1331623
10326,22/4/19,AFRICA,Shopify,F1,New,151,23672
10327,22/4/19,ASIA,Retail,C3,Existing,223910,10295059
10328,22/4/19,CANADA,Retail,C2,New,13628,436962
10329,22/4/19,ASIA,Shopify,F2,Existing,1865,354369
10330,22/4/19,EUROPE,Shopify,C1,New,10,1570
10331,22/4/19,USA,Retail,C4,New,16683,593493
10332,22/4/19,SOUTH AMERICA,Shopify,F1,Existing,61,12735
10333,22/4/19,ASIA,Shopify,C2,Existing,1565,278441
10334,22/4/19,OCEANIA,Retail,null,New,87865,3261873
10335,22/4/19,EUROPE,Shopify,null,New,15,2957
10336,22/4/19,OCEANIA,Retail,null,Existing,39876,1725173
10337,22/4/19,USA,Shopify,null,Guest,1687,313039
10338,22/4/19,ASIA,Retail,F2,Existing,204052,10360118
10339,22/4/19,CANADA,Shopify,C4,New,9,1178
10340,22/4/19,SOUTH AMERICA,Shopify,F1,New,5,882
10341,22/4/19,CANADA,Shopify,F3,Existing,472,91737
10342,22/4/19,AFRICA,Retail,null,New,59827,2558298
10343,22/4/19,AFRICA,Retail,C3,Existing,245455,13442862
10344,22/4/19,SOUTH AMERICA,Retail,null,Guest,403773,16273570
10345,22/4/19,ASIA,Shopify,F2,New,201,28510
10346,22/4/19,CANADA,Retail,C1,New,30475,807909
10347,22/4/19,ASIA,Retail,C1,Existing,164033,5615671
10348,22/4/19,ASIA,Retail,null,Guest,1970546,49636997
10349,22/4/19,CANADA,Retail,null,New,16488,682267
10350,22/4/19,ASIA,Shopify,F1,New,151,19726
10351,22/4/19,ASIA,Retail,null,New,66452,2358950
10352,22/4/19,AFRICA,Retail,C4,Existing,102012,5602598
10353,22/4/19,CANADA,Retail,C1,Existing,56344,2437645
10354,22/4/19,SOUTH AMERICA,Shopify,C4,Existing,9,1898
10355,22/4/19,ASIA,Shopify,C1,Existing,875,139192
10356,22/4/19,CANADA,Retail,C4,New,12091,401713
10357,22/4/19,AFRICA,Shopify,null,Guest,2793,485122
10358,22/4/19,CANADA,Shopify,C2,New,98,15043
10359,22/4/19,SOUTH AMERICA,Shopify,F3,Existing,16,3186
10360,22/4/19,ASIA,Retail,C1,New,112740,2495508
10361,22/4/19,ASIA,Shopify,C4,Existing,219,36832
10362,22/4/19,EUROPE,Shopify,C1,Existing,95,19625
10363,22/4/19,SOUTH AMERICA,Retail,C2,New,712,22384
10364,22/4/19,ASIA,Shopify,C2,New,257,32965
10365,22/4/19,ASIA,Shopify,C1,New,201,23514
10366,22/4/19,CANADA,Shopify,null,Guest,940,161017
10367,22/4/19,USA,Shopify,C2,New,199,29726
10368,22/4/19,CANADA,Shopify,null,New,73,11731
10369,22/4/19,EUROPE,Retail,C4,Existing,4031,220790
10370,22/4/19,USA,Retail,C1,New,34544,970620
10371,22/4/19,AFRICA,Shopify,C2,Existing,1596,300652
10372,22/4/19,CANADA,Retail,null,Guest,444061,12425620
10373,22/4/19,USA,Shopify,F3,Existing,784,167840
10374,22/4/19,SOUTH AMERICA,Retail,F3,New,373,13937
10375,22/4/19,AFRICA,Shopify,F2,Existing,2913,561773
10376,22/4/19,OCEANIA,Shopify,C2,Existing,3608,684769
10377,22/4/19,CANADA,Shopify,C2,Existing,467,87733
10378,22/4/19,SOUTH AMERICA,Shopify,C2,New,36,6064
10379,22/4/19,EUROPE,Retail,C1,New,4047,127498
10380,22/4/19,AFRICA,Retail,C1,New,82746,2182100
10381,22/4/19,ASIA,Shopify,null,Existing,194,33097
10382,22/4/19,EUROPE,Retail,C3,Existing,14166,779419
10383,22/4/19,ASIA,Retail,C4,New,46888,1362376
10384,22/4/19,USA,Shopify,C3,New,133,21808
10385,22/4/19,OCEANIA,Retail,C4,New,57385,1790167
10386,22/4/19,EUROPE,Shopify,C4,New,4,555
10387,22/4/19,CANADA,Shopify,F3,New,28,4061
10388,22/4/19,SOUTH AMERICA,Shopify,null,Existing,19,2677
10389,22/4/19,AFRICA,Shopify,C1,New,192,24492
10390,22/4/19,EUROPE,Shopify,C3,Existing,149,45742
10391,22/4/19,SOUTH AMERICA,Retail,C2,Existing,729,30787
10392,22/4/19,CANADA,Shopify,C3,New,75,10779
10393,22/4/19,ASIA,Retail,F3,New,81793,2607623
10394,22/4/19,EUROPE,Retail,F1,New,943,38529
10395,22/4/19,AFRICA,Shopify,C1,Existing,1038,167836
10396,22/4/19,SOUTH AMERICA,Retail,F1,Existing,617,28416
10397,22/4/19,OCEANIA,Shopify,C1,Existing,2274,379539
10398,22/4/19,OCEANIA,Shopify,F2,Existing,4876,965120
10399,22/4/19,EUROPE,Retail,F1,Existing,6762,419796
10400,22/4/19,ASIA,Shopify,F3,Existing,1162,225982
10401,22/4/19,OCEANIA,Shopify,F1,New,303,42185
10402,22/4/19,EUROPE,Shopify,C3,New,10,2214
10403,22/4/19,OCEANIA,Shopify,C4,Existing,567,100443
10404,22/4/19,USA,Retail,C3,Existing,96179,5509290
10405,22/4/19,CANADA,Shopify,F1,New,55,8386
10406,22/4/19,USA,Shopify,F2,New,167,26513
10407,22/4/19,SOUTH AMERICA,Shopify,F2,New,7,1158
10408,22/4/19,OCEANIA,Retail,C1,New,145163,3412824
10409,22/4/19,AFRICA,Retail,F3,New,58330,2265665
10410,22/4/19,ASIA,Shopify,C3,New,216,34180
10411,22/4/19,SOUTH AMERICA,Retail,C1,Existing,2707,80779
10412,22/4/19,EUROPE,Retail,F2,Existing,14220,896124
10413,22/4/19,USA,Retail,F3,New,26177,1044043
10414,22/4/19,AFRICA,Shopify,F3,Existing,1507,307640
10415,22/4/19,EUROPE,Shopify,F2,Existing,180,41047
10416,22/4/19,USA,Shopify,F3,New,51,6950
10417,22/4/19,OCEANIA,Shopify,F3,New,152,23121
10418,22/4/19,AFRICA,Shopify,C4,Existing,303,52048
10419,22/4/19,EUROPE,Shopify,F1,Existing,103,22977
10420,22/4/19,ASIA,Shopify,null,New,226,33213
10421,22/4/19,OCEANIA,Shopify,null,Guest,6739,1183057
10422,22/4/19,AFRICA,Retail,C2,New,47898,1586029
10423,22/4/19,SOUTH AMERICA,Shopify,C2,Existing,85,17013
10424,22/4/19,ASIA,Retail,C4,Existing,102378,4673559
10425,22/4/19,USA,Retail,F1,New,11924,488222
10426,22/4/19,SOUTH AMERICA,Retail,F1,New,310,11988
10427,22/4/19,EUROPE,Shopify,C2,New,9,1522
10428,22/4/19,CANADA,Retail,C3,Existing,58989,3059748
10429,22/4/19,USA,Retail,null,New,23766,1047250
10430,22/4/19,AFRICA,Shopify,C3,New,216,33463
10431,22/4/19,OCEANIA,Shopify,null,New,478,76622
10432,22/4/19,OCEANIA,Retail,F3,New,100328,3420419
10433,22/4/19,USA,Shopify,null,Existing,109,20674
10434,22/4/19,ASIA,Retail,null,Existing,28304,1170186
10435,22/4/19,USA,Retail,C2,Existing,39125,1981599
10436,22/4/19,SOUTH AMERICA,Shopify,null,Guest,952,185018
10437,22/4/19,AFRICA,Shopify,F3,New,94,15495
10438,22/4/19,CANADA,Retail,C3,New,26536,925907
10439,22/4/19,SOUTH AMERICA,Shopify,C3,Existing,79,15124
10440,22/4/19,EUROPE,Shopify,C4,Existing,7,1678
10441,22/4/19,AFRICA,Retail,C1,Existing,156514,6337557
10442,22/4/19,SOUTH AMERICA,Shopify,C1,Existing,59,11143
10443,22/4/19,SOUTH AMERICA,Shopify,C1,New,22,3245
10444,22/4/19,SOUTH AMERICA,Retail,F2,Existing,990,49580
10445,22/4/19,EUROPE,Retail,null,Guest,108614,3667307
10446,22/4/19,EUROPE,Retail,F2,New,1533,69374
10447,22/4/19,USA,Retail,C3,New,42098,1645309
10448,22/4/19,CANADA,Shopify,F1,Existing,568,99525
10449,22/4/19,AFRICA,Shopify,null,Existing,171,30381
10450,22/4/19,ASIA,Retail,C3,New,106313,3233446
10451,22/4/19,CANADA,Retail,C2,Existing,20894,958085
10452,22/4/19,OCEANIA,Shopify,C2,New,626,93683
10453,22/4/19,USA,Shopify,F1,New,105,14999
10454,22/4/19,CANADA,Retail,F3,Existing,88151,5089867
10455,22/4/19,USA,Shopify,C4,Existing,125,25734
10456,22/4/19,ASIA,Retail,C2,New,73102,1951124
10457,22/4/19,SOUTH AMERICA,Retail,null,Existing,536,22417
10458,22/4/19,AFRICA,Shopify,C2,New,262,40185
10459,22/4/19,ASIA,Shopify,C4,New,43,6132
10460,22/4/19,OCEANIA,Retail,C1,Existing,233226,8761711
10461,22/4/19,SOUTH AMERICA,Retail,F3,Existing,1120,61746
10462,22/4/19,USA,Retail,F2,Existing,94352,5916185
10463,22/4/19,OCEANIA,Shopify,null,Existing,461,85899
10464,22/4/19,USA,Retail,C4,Existing,38125,2113487
10465,22/4/19,ASIA,Shopify,null,Guest,2820,464655
10466,22/4/19,OCEANIA,Retail,C2,Existing,148068,5977548
10467,22/4/19,OCEANIA,Shopify,F1,Existing,3326,611187
10468,15/4/19,EUROPE,Retail,C1,New,4116,127603
10469,15/4/19,ASIA,Retail,F3,New,79370,2574991
10470,15/4/19,AFRICA,Shopify,F3,Existing,1394,288490
10471,15/4/19,USA,Retail,null,Guest,497974,15916210
10472,15/4/19,EUROPE,Shopify,F3,New,2,296
10473,15/4/19,EUROPE,Shopify,F3,Existing,96,25394
10474,15/4/19,USA,Retail,C2,Existing,33662,1787252
10475,15/4/19,AFRICA,Retail,C1,Existing,149488,5928510
10476,15/4/19,ASIA,Shopify,C3,Existing,1164,221480
10477,15/4/19,EUROPE,Retail,C3,New,3469,143891
10478,15/4/19,AFRICA,Retail,C2,New,46062,1507147
10479,15/4/19,OCEANIA,Retail,null,Guest,2391057,64882264
10480,15/4/19,OCEANIA,Retail,F3,Existing,488109,28301548
10481,15/4/19,ASIA,Retail,null,Existing,25808,1074808
10482,15/4/19,AFRICA,Retail,F3,Existing,334556,20078905
10483,15/4/19,AFRICA,Retail,F1,New,20949,819852
10484,15/4/19,OCEANIA,Shopify,C2,Existing,2828,546573
10485,15/4/19,USA,Shopify,F1,Existing,997,190331
10486,15/4/19,CANADA,Retail,null,Guest,398655,11411987
10487,15/4/19,ASIA,Retail,F1,Existing,89463,4511255
10488,15/4/19,CANADA,Retail,F1,New,6442,264466
10489,15/4/19,USA,Retail,F1,New,10234,441269
10490,15/4/19,SOUTH AMERICA,Shopify,C4,New,1,0
10491,15/4/19,AFRICA,Shopify,C3,Existing,1614,335630
10492,15/4/19,EUROPE,Retail,C2,New,2525,94918
10493,15/4/19,OCEANIA,Shopify,F1,Existing,2831,535781
10494,15/4/19,SOUTH AMERICA,Retail,C4,New,299,12150
10495,15/4/19,CANADA,Retail,C2,Existing,18800,902478
10496,15/4/19,AFRICA,Retail,F1,Existing,85262,4922944
10497,15/4/19,OCEANIA,Shopify,C4,New,58,8281
10498,15/4/19,EUROPE,Shopify,C2,Existing,117,33613
10499,15/4/19,ASIA,Shopify,F1,Existing,1099,198565
10500,15/4/19,AFRICA,Shopify,F2,New,185,30489
10501,15/4/19,ASIA,Retail,F2,New,65431,2199118
10502,15/4/19,USA,Shopify,F2,Existing,1342,283462
10503,15/4/19,ASIA,Retail,C3,Existing,218034,10176655
10504,15/4/19,ASIA,Retail,F1,New,29236,1012264
10505,15/4/19,AFRICA,Retail,C3,New,88131,3267487
10506,15/4/19,CANADA,Shopify,F2,Existing,762,147790
10507,15/4/19,SOUTH AMERICA,Retail,C2,Existing,781,32449
10508,15/4/19,USA,Shopify,C4,New,17,2427
10509,15/4/19,USA,Retail,C3,Existing,83004,5000579
10510,15/4/19,SOUTH AMERICA,Retail,F1,Existing,636,31121
10511,15/4/19,EUROPE,Shopify,F1,New,3,943
10512,15/4/19,CANADA,Retail,F3,Existing,79149,4686008
10513,15/4/19,AFRICA,Shopify,C4,New,42,6073
10514,15/4/19,AFRICA,Retail,C2,Existing,90169,4140820
10515,15/4/19,ASIA,Shopify,C2,Existing,1255,226998
10516,15/4/19,SOUTH AMERICA,Shopify,C3,New,16,2472
10517,15/4/19,EUROPE,Shopify,null,Guest,205,38809
10518,15/4/19,ASIA,Retail,C1,New,111174,2492817
10519,15/4/19,AFRICA,Shopify,F1,Existing,1491,283928
10520,15/4/19,OCEANIA,Retail,F3,New,96384,3409364
10521,15/4/19,ASIA,Shopify,F2,Existing,1467,281893
10522,15/4/19,EUROPE,Shopify,null,Existing,15,4350
10523,15/4/19,EUROPE,Retail,C4,Existing,3776,202956
10524,15/4/19,SOUTH AMERICA,Retail,C3,Existing,1317,62620
10525,15/4/19,AFRICA,Shopify,C4,Existing,275,49608
10526,15/4/19,SOUTH AMERICA,Retail,null,New,2109,74081
10527,15/4/19,ASIA,Retail,null,Guest,1921050,49132703
10528,15/4/19,OCEANIA,Shopify,C3,Existing,2831,560190
10529,15/4/19,OCEANIA,Shopify,F2,New,307,51872
10530,15/4/19,OCEANIA,Retail,null,Existing,34713,1631871
10531,15/4/19,CANADA,Retail,F1,Existing,22269,1306952
10532,15/4/19,USA,Shopify,C2,New,162,27329
10533,15/4/19,OCEANIA,Shopify,C1,New,317,42333
10534,15/4/19,CANADA,Retail,C4,Existing,25737,1336762
10535,15/4/19,OCEANIA,Retail,F1,Existing,139581,7586931
10536,15/4/19,CANADA,Shopify,null,Existing,60,10051
10537,15/4/19,SOUTH AMERICA,Shopify,F3,Existing,24,4736
10538,15/4/19,OCEANIA,Shopify,C2,New,472,76591
10539,15/4/19,USA,Shopify,F1,New,104,18859
10540,15/4/19,CANADA,Retail,F3,New,15769,599215
10541,15/4/19,USA,Retail,F2,New,23254,996795
10542,15/4/19,SOUTH AMERICA,Retail,F2,New,469,19425
10543,15/4/19,EUROPE,Shopify,F2,New,13,2607
10544,15/4/19,AFRICA,Retail,null,Guest,1434436,42306121
10545,15/4/19,USA,Shopify,C1,New,107,16791
10546,15/4/19,EUROPE,Retail,C4,New,1048,38731
10547,15/4/19,SOUTH AMERICA,Retail,C3,New,1024,40013
10548,15/4/19,ASIA,Shopify,C4,Existing,191,33887
10549,15/4/19,ASIA,Shopify,C3,New,172,25797
10550,15/4/19,USA,Retail,C1,Existing,46954,2106369
10551,15/4/19,AFRICA,Shopify,C1,New,151,22858
10552,15/4/19,CANADA,Shopify,C1,New,58,7937
10553,15/4/19,SOUTH AMERICA,Shopify,C4,Existing,5,565
10554,15/4/19,ASIA,Shopify,F1,New,129,20585
10555,15/4/19,CANADA,Retail,C1,Existing,50635,2222116
10556,15/4/19,ASIA,Shopify,C1,Existing,649,104119
10557,15/4/19,CANADA,Shopify,C2,New,73,11317
10558,15/4/19,EUROPE,Retail,C1,Existing,14567,668556
10559,15/4/19,AFRICA,Shopify,null,Existing,130,23898
10560,15/4/19,SOUTH AMERICA,Shopify,F1,Existing,52,11388
10561,15/4/19,EUROPE,Retail,F1,New,919,41046
10562,15/4/19,SOUTH AMERICA,Shopify,C2,Existing,67,13076
10563,15/4/19,CANADA,Shopify,F3,Existing,382,75820
10564,15/4/19,ASIA,Retail,C4,New,45153,1317722
10565,15/4/19,SOUTH AMERICA,Retail,C1,New,2474,55646
10566,15/4/19,OCEANIA,Retail,null,New,81464,3127062
10567,15/4/19,EUROPE,Shopify,null,New,7,941
10568,15/4/19,USA,Shopify,F2,New,112,18671
10569,15/4/19,CANADA,Shopify,null,New,76,13296
10570,15/4/19,CANADA,Shopify,C4,Existing,61,11762
10571,15/4/19,USA,Retail,null,New,19665,901863
10572,15/4/19,ASIA,Retail,null,New,63219,2263103
10573,15/4/19,AFRICA,Retail,C4,Existing,94827,5077703
10574,15/4/19,EUROPE,Retail,F1,Existing,6993,441279
10575,15/4/19,SOUTH AMERICA,Retail,F3,New,396,14790
10576,15/4/19,USA,Shopify,null,Guest,1298,248830
10577,15/4/19,ASIA,Shopify,null,Existing,142,25932
10578,15/4/19,OCEANIA,Retail,F2,New,83053,3114215
10579,15/4/19,CANADA,Retail,C1,New,27520,757224
10580,15/4/19,ASIA,Shopify,null,Guest,2218,366881
10581,15/4/19,OCEANIA,Retail,C3,Existing,300264,15396955
10582,15/4/19,SOUTH AMERICA,Shopify,C1,Existing,41,7805
10583,15/4/19,SOUTH AMERICA,Shopify,null,New,47,8289
10584,15/4/19,CANADA,Retail,F2,Existing,49645,2958892
10585,15/4/19,CANADA,Shopify,C4,New,14,1793
10586,15/4/19,AFRICA,Shopify,null,Guest,2595,459413
10587,15/4/19,CANADA,Retail,F2,New,15230,606707
10588,15/4/19,SOUTH AMERICA,Shopify,F2,Existing,23,5271
10589,15/4/19,SOUTH AMERICA,Retail,F2,Existing,1036,48731
10590,15/4/19,CANADA,Retail,C2,New,12746,419060
10591,15/4/19,AFRICA,Retail,null,New,55164,2330030
10592,15/4/19,USA,Shopify,null,Existing,84,17404
10593,15/4/19,OCEANIA,Shopify,C3,New,353,56182
10594,15/4/19,ASIA,Retail,F3,Existing,357799,18519542
10595,15/4/19,OCEANIA,Retail,F1,New,39541,1426978
10596,15/4/19,CANADA,Shopify,C3,Existing,486,92754
10597,15/4/19,EUROPE,Retail,F2,New,1537,69550
10598,15/4/19,USA,Shopify,C3,New,129,22617
10599,15/4/19,SOUTH AMERICA,Retail,C2,New,809,27128
10600,15/4/19,OCEANIA,Retail,C1,New,140807,3426527
10601,15/4/19,OCEANIA,Shopify,null,New,394,66316
10602,15/4/19,SOUTH AMERICA,Shopify,C2,New,25,4604
10603,15/4/19,EUROPE,Retail,C2,Existing,9404,475065
10604,15/4/19,OCEANIA,Retail,C4,New,54800,1733998
10605,15/4/19,EUROPE,Shopify,C4,New,2,359
10606,15/4/19,USA,Shopify,C3,Existing,948,193584
10607,15/4/19,USA,Shopify,C1,Existing,545,100354
10608,15/4/19,AFRICA,Retail,F2,New,56256,2187173
10609,15/4/19,EUROPE,Retail,F3,Existing,18124,1145954
10610,15/4/19,OCEANIA,Retail,C2,Existing,141953,5907114
10611,15/4/19,AFRICA,Shopify,C3,New,176,29140
10612,15/4/19,ASIA,Retail,F2,Existing,198556,10208047
10613,15/4/19,AFRICA,Shopify,null,New,174,28152
10614,15/4/19,EUROPE,Retail,F3,New,1628,68512
10615,15/4/19,AFRICA,Retail,C4,New,35633,1238717
10616,15/4/19,OCEANIA,Retail,F2,Existing,303220,17779772
10617,15/4/19,OCEANIA,Retail,C2,New,90401,2623905
10618,15/4/19,EUROPE,Shopify,C3,Existing,123,35527
10619,15/4/19,ASIA,Retail,C1,Existing,160332,5528192
10620,15/4/19,OCEANIA,Shopify,F3,New,128,20694
10621,15/4/19,ASIA,Retail,C4,Existing,97401,4492197
10622,15/4/19,CANADA,Retail,null,New,14731,624485
10623,15/4/19,SOUTH AMERICA,Shopify,null,Existing,13,2230
10624,15/4/19,CANADA,Shopify,F1,New,46,7822
10625,15/4/19,OCEANIA,Shopify,F2,Existing,3955,825385
10626,15/4/19,CANADA,Shopify,C1,Existing,331,55138
10627,15/4/19,OCEANIA,Shopify,C4,Existing,478,87852
10628,15/4/19,AFRICA,Shopify,C1,Existing,968,162602
10629,15/4/19,SOUTH AMERICA,Shopify,F3,New,2,422
10630,15/4/19,CANADA,Retail,C4,New,10861,371746
10631,15/4/19,USA,Shopify,C4,Existing,112,21407
10632,15/4/19,ASIA,Shopify,C2,New,229,31412
10633,15/4/19,EUROPE,Retail,null,Guest,107507,3648786
10634,15/4/19,USA,Retail,C2,New,21012,767802
10635,15/4/19,USA,Shopify,F3,Existing,641,140909
